location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-11-11 00:00:00 +0100;Tuesday;15261;14;rain;;7520;7741;14753;508;7252;7501;268;240;7218;4587;2631;8043;2933;5110;measured
Steinstraße, Moers;2025-11-12 00:00:00 +0100;Wednesday;14186;14;partly-cloudy-day;;7080;7106;13681;505;6813;6868;267;238;6233;3938;2295;7953;3142;4811;measured
Steinstraße, Moers;2025-11-13 00:00:00 +0100;Thursday;14081;18;cloudy;;7014;7067;13610;471;6745;6865;269;202;6341;3997;2344;7740;3017;4723;measured
Steinstraße, Moers;2025-11-14 00:00:00 +0100;Friday;20584;15;rain;;10563;10021;19936;648;10207;9729;356;292;10066;6664;3402;10518;3899;6619;measured
Steinstraße, Moers;2025-11-15 00:00:00 +0100;Saturday;20601;14;rain;;10605;9996;19905;696;10244;9661;361;335;10037;6892;3145;10564;3713;6851;measured
Steinstraße, Moers;2025-11-16 00:00:00 +0100;Sunday;6483;10;rain;;3390;3093;6245;238;3258;2987;132;106;2582;1699;883;3901;1691;2210;measured
Steinstraße, Moers;2025-11-17 00:00:00 +0100;Monday;15040;7;rain;;7529;7511;14532;508;7251;7281;278;230;6769;4186;2583;8271;3343;4928;mixed
Steinstraße, Moers;2025-11-18 00:00:00 +0100;Tuesday;13207;7;rain;;6560;6647;12780;427;6350;6430;210;217;6163;3780;2383;7044;2780;4264;measured
Steinstraße, Moers;2025-11-19 00:00:00 +0100;Wednesday;10546;6;rain;;5301;5245;10215;331;5117;5098;184;147;4843;2872;1971;5703;2429;3274;measured
Steinstraße, Moers;2025-11-20 00:00:00 +0100;Thursday;15594;4;rain;;7875;7719;15039;555;7592;7447;283;272;6999;4487;2512;8595;3388;5207;measured
Steinstraße, Moers;2025-11-21 00:00:00 +0100;Friday;22174;5;rain;;11270;10904;21362;812;10823;10539;447;365;10427;6879;3548;11747;4391;7356;measured
Steinstraße, Moers;2025-11-22 00:00:00 +0100;Saturday;26066;4;partly-cloudy-day;;13721;12345;25125;941;13170;11955;551;390;11611;8251;3360;14455;5470;8985;measured
Steinstraße, Moers;2025-11-23 00:00:00 +0100;Sunday;4239;4;snow;;2168;2071;4121;118;2113;2008;55;63;1778;1109;669;2461;1059;1402;mixed
Steinstraße, Moers;2025-11-24 00:00:00 +0100;Monday;13538;7;rain;;6708;6830;13120;418;6499;6621;209;209;6198;3681;2517;7340;3027;4313;measured
Steinstraße, Moers;2025-11-25 00:00:00 +0100;Tuesday;14846;6;rain;;7458;7388;14372;474;7201;7171;257;217;6818;4276;2542;8028;3182;4846;measured
Steinstraße, Moers;2025-11-26 00:00:00 +0100;Wednesday;16254;5;rain;;8198;8056;15734;520;7934;7800;264;256;7047;4513;2534;9207;3685;5522;measured
Steinstraße, Moers;2025-11-27 00:00:00 +0100;Thursday;12798;6;rain;;6349;6449;12415;383;6135;6280;214;169;5550;3340;2210;7248;3009;4239;measured
Steinstraße, Moers;2025-11-28 00:00:00 +0100;Friday;15730;9;rain;;7999;7731;15292;438;7750;7542;249;189;7048;4451;2597;8682;3548;5134;mixed
Steinstraße, Moers;2025-11-29 00:00:00 +0100;Saturday;27383;11;rain;;14288;13095;26392;991;13739;12653;549;442;12106;8603;3503;15277;5685;9592;measured
Steinstraße, Moers;2025-11-30 00:00:00 +0100;Sunday;7614;11;rain;;4110;3504;7285;329;3931;3354;179;150;3068;2058;1010;4546;2052;2494;measured
