location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-10-01 00:00:00 +0200;Wednesday;14549;17;partly-cloudy-day;;7206;7343;14002;547;6909;7093;297;250;6376;4236;2140;8173;2970;5203;measured
Steinstraße, Moers;2025-10-02 00:00:00 +0200;Thursday;16241;16;partly-cloudy-day;;8133;8108;15680;561;7829;7851;304;257;7677;5011;2666;8564;3122;5442;measured
Steinstraße, Moers;2025-10-03 00:00:00 +0200;Friday;3276;14;rain;;1683;1593;3186;90;1628;1558;55;35;1451;920;531;1825;763;1062;measured
Steinstraße, Moers;2025-10-04 00:00:00 +0200;Saturday;13742;16;rain;;6841;6901;13265;477;6596;6669;245;232;6613;4215;2398;7129;2626;4503;measured
Steinstraße, Moers;2025-10-05 00:00:00 +0200;Sunday;20928;13;rain;;10334;10594;20105;823;9878;10227;456;367;9743;7366;2377;11185;2968;8217;measured
Steinstraße, Moers;2025-10-06 00:00:00 +0200;Monday;12426;14;rain;;6023;6403;11992;434;5818;6174;205;229;5897;3603;2294;6529;2420;4109;measured
Steinstraße, Moers;2025-10-07 00:00:00 +0200;Tuesday;14056;16;cloudy;;6898;7158;13579;477;6646;6933;252;225;6310;4113;2197;7746;2785;4961;measured
Steinstraße, Moers;2025-10-08 00:00:00 +0200;Wednesday;12612;16;rain;;6184;6428;12195;417;5949;6246;235;182;5740;3695;2045;6872;2489;4383;measured
Steinstraße, Moers;2025-10-09 00:00:00 +0200;Thursday;14055;15;rain;;6984;7071;13521;534;6703;6818;281;253;6392;4097;2295;7663;2887;4776;measured
Steinstraße, Moers;2025-10-10 00:00:00 +0200;Friday;16063;17;cloudy;;7884;8179;15513;550;7592;7921;292;258;7681;4985;2696;8382;2899;5483;measured
Steinstraße, Moers;2025-10-11 00:00:00 +0200;Saturday;17508;15;cloudy;;8720;8788;16967;541;8428;8539;292;249;8082;5430;2652;9426;3290;6136;measured
Steinstraße, Moers;2025-10-12 00:00:00 +0200;Sunday;4219;16;cloudy;;2080;2139;4041;178;1984;2057;96;82;1728;1089;639;2491;991;1500;measured
Steinstraße, Moers;2025-10-13 00:00:00 +0200;Monday;14137;15;cloudy;;6975;7162;13575;562;6683;6892;292;270;6866;4407;2459;7271;2568;4703;measured
Steinstraße, Moers;2025-10-14 00:00:00 +0200;Tuesday;14104;14;cloudy;;7125;6979;13598;506;6842;6756;283;223;7035;4708;2327;7069;2417;4652;measured
Steinstraße, Moers;2025-10-15 00:00:00 +0200;Wednesday;13230;13;cloudy;;6628;6602;12697;533;6333;6364;295;238;6349;4177;2172;6881;2451;4430;measured
Steinstraße, Moers;2025-10-16 00:00:00 +0200;Thursday;12726;14;rain;;6296;6430;12287;439;6054;6233;242;197;6196;3860;2336;6530;2436;4094;measured
Steinstraße, Moers;2025-10-17 00:00:00 +0200;Friday;15405;14;rain;;7646;7759;14881;524;7374;7507;272;252;7435;5011;2424;7970;2635;5335;measured
Steinstraße, Moers;2025-10-18 00:00:00 +0200;Saturday;17099;13;rain;;8559;8540;16483;616;8244;8239;315;301;8030;5637;2393;9069;2922;6147;measured
Steinstraße, Moers;2025-10-19 00:00:00 +0200;Sunday;3926;13;rain;;1944;1982;3790;136;1880;1910;64;72;1735;1163;572;2191;781;1410;measured
Steinstraße, Moers;2025-10-20 00:00:00 +0200;Monday;10478;17;rain;;5256;5222;10129;349;5063;5066;193;156;5003;3194;1809;5475;2062;3413;measured
Steinstraße, Moers;2025-10-21 00:00:00 +0200;Tuesday;12829;15;rain;;6398;6431;12407;422;6180;6227;218;204;6090;3826;2264;6739;2572;4167;measured
Steinstraße, Moers;2025-10-22 00:00:00 +0200;Wednesday;13513;15;rain;;6706;6807;13025;488;6442;6583;264;224;6191;4081;2110;7322;2625;4697;measured
Steinstraße, Moers;2025-10-23 00:00:00 +0200;Thursday;8884;15;rain;;4402;4482;8659;225;4297;4362;105;120;4338;2625;1713;4546;1777;2769;measured
Steinstraße, Moers;2025-10-24 00:00:00 +0200;Friday;14860;11;rain;;7389;7471;14462;398;7184;7278;205;193;7350;4851;2499;7510;2538;4972;measured
