location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-09-11 00:00:00 +0200;Thursday;12793;19;rain;;6371;6422;12340;453;6119;6221;252;201;5832;3661;2171;6961;2710;4251;measured
Steinstraße, Moers;2025-09-12 00:00:00 +0200;Friday;16348;19;rain;;8100;8248;15776;572;7800;7976;300;272;7868;5165;2703;8480;2935;5545;measured
Steinstraße, Moers;2025-09-13 00:00:00 +0200;Saturday;18859;20;rain;;9594;9265;18171;688;9214;8957;380;308;8686;6123;2563;10173;3471;6702;measured
Steinstraße, Moers;2025-09-14 00:00:00 +0200;Sunday;5233;19;rain;;2606;2627;5025;208;2494;2531;112;96;1994;1267;727;3239;1339;1900;measured
Steinstraße, Moers;2025-09-15 00:00:00 +0200;Monday;11390;20;rain;;5550;5840;11013;377;5363;5650;187;190;5357;3271;2086;6033;2279;3754;measured
Steinstraße, Moers;2025-09-16 00:00:00 +0200;Tuesday;13117;18;partly-cloudy-day;;6461;6656;12665;452;6216;6449;245;207;6401;3990;2411;6716;2471;4245;measured
Steinstraße, Moers;2025-09-17 00:00:00 +0200;Wednesday;11304;18;rain;;5614;5690;10939;365;5419;5520;195;170;5560;3495;2065;5744;2119;3625;measured
Steinstraße, Moers;2025-09-18 00:00:00 +0200;Thursday;12910;21;partly-cloudy-day;;6406;6504;12352;558;6119;6233;287;271;5959;3768;2191;6951;2638;4313;measured
Steinstraße, Moers;2025-09-19 00:00:00 +0200;Friday;16912;27;partly-cloudy-day;;8537;8375;16224;688;8154;8070;383;305;7907;5321;2586;9005;3216;5789;measured
Steinstraße, Moers;2025-09-20 00:00:00 +0200;Saturday;16144;27;rain;;8207;7937;15548;596;7870;7678;337;259;7118;5004;2114;9026;3203;5823;measured
Steinstraße, Moers;2025-09-21 00:00:00 +0200;Sunday;24839;23;rain;;12596;12243;23734;1105;12021;11713;575;530;12609;10309;2300;12230;2287;9943;measured
Steinstraße, Moers;2025-09-22 00:00:00 +0200;Monday;12532;16;partly-cloudy-day;;6194;6338;12093;439;5956;6137;238;201;5819;3676;2143;6713;2518;4195;measured
Steinstraße, Moers;2025-09-23 00:00:00 +0200;Tuesday;14554;17;partly-cloudy-day;;7230;7324;14025;529;6917;7108;313;216;7126;4523;2603;7428;2707;4721;measured
Steinstraße, Moers;2025-09-24 00:00:00 +0200;Wednesday;11989;15;partly-cloudy-day;;5938;6051;11569;420;5709;5860;229;191;5482;3464;2018;6507;2474;4033;measured
Steinstraße, Moers;2025-09-25 00:00:00 +0200;Thursday;11140;13;rain;;5497;5643;10809;331;5324;5485;173;158;5372;3322;2050;5768;2175;3593;measured
Steinstraße, Moers;2025-09-26 00:00:00 +0200;Friday;16335;16;partly-cloudy-day;;8150;8185;15679;656;7794;7885;356;300;8038;5278;2760;8297;2872;5425;measured
Steinstraße, Moers;2025-09-27 00:00:00 +0200;Saturday;19383;17;rain;;9897;9486;18636;747;9489;9147;408;339;8864;6246;2618;10519;3651;6868;measured
Steinstraße, Moers;2025-09-28 00:00:00 +0200;Sunday;5083;19;partly-cloudy-day;;2534;2549;4864;219;2419;2445;115;104;2293;1408;885;2790;1126;1664;measured
Steinstraße, Moers;2025-09-29 00:00:00 +0200;Monday;13581;19;partly-cloudy-day;;6726;6855;13109;472;6463;6646;263;209;6368;4103;2265;7213;2623;4590;measured
Steinstraße, Moers;2025-09-30 00:00:00 +0200;Tuesday;13708;15;rain;;6723;6985;13246;462;6472;6774;251;211;6521;4243;2278;7187;2480;4707;measured
