Standort;Messzeitpunkt;Stunde;Wochentag;Wochentag ID;Kalenderwoche;Quartal;Lokale Zeitzone;Zeitintervall;Passantenaufkommen pro Standort;Richtung;Passantentyp;Passantenanzahl;ID;Kommune
Westenhellweg (West);2026-01-11T09:00:00+00:00;10;Sonntag;7;2;1;Europe/Berlin;hour;198;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-11T09:00:00+00:00;10;Sonntag;7;2;1;Europe/Berlin;hour;198;Richtung - Westentor;Erwachsene;104;575;Dortmund
Westenhellweg (Mitte);2026-01-11T09:00:00+00:00;10;Sonntag;7;2;1;Europe/Berlin;hour;162;Richtung - Petrikirche;Erwachsene;72;49;Dortmund
Westenhellweg (Ost);2026-01-11T09:00:00+00:00;10;Sonntag;7;2;1;Europe/Berlin;hour;130;Richtung - Ostenhellweg;Erwachsene;73;246;Dortmund
Westenhellweg (Ost);2026-01-11T09:00:00+00:00;10;Sonntag;7;2;1;Europe/Berlin;hour;130;Richtung - Ostenhellweg;Kinder;1;246;Dortmund
Westenhellweg (Mitte);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;283;Richtung - Petrikirche;Erwachsene;96;49;Dortmund
Westenhellweg (West);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;349;Richtung - Westentor;Erwachsene;170;575;Dortmund
Westenhellweg (Ost);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;249;Richtung - Hansastraße;Erwachsene;109;246;Dortmund
Westenhellweg (Ost);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;249;Richtung - Hansastraße;Kinder;6;246;Dortmund
Westenhellweg (Mitte);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;283;Richtung - Hansastraße;Kinder;2;49;Dortmund
Westenhellweg (West);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;349;Richtung - Ostenhellweg;Erwachsene;175;575;Dortmund
Westenhellweg (West);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;349;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (West);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;349;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Mitte);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;283;Richtung - Hansastraße;Erwachsene;184;49;Dortmund
Westenhellweg (Mitte);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;283;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (Ost);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;249;Richtung - Ostenhellweg;Erwachsene;127;246;Dortmund
Westenhellweg (Ost);2026-01-11T10:00:00+00:00;11;Sonntag;7;2;1;Europe/Berlin;hour;249;Richtung - Ostenhellweg;Kinder;7;246;Dortmund
Westenhellweg (Mitte);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;384;Richtung - Hansastraße;Kinder;2;49;Dortmund
Westenhellweg (Mitte);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;384;Richtung - Petrikirche;Erwachsene;181;49;Dortmund
Westenhellweg (West);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;389;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (West);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;389;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Ost);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;302;Richtung - Ostenhellweg;Erwachsene;166;246;Dortmund
Westenhellweg (Ost);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;302;Richtung - Hansastraße;Erwachsene;125;246;Dortmund
Westenhellweg (Ost);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;302;Richtung - Ostenhellweg;Kinder;7;246;Dortmund
Westenhellweg (Mitte);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;384;Richtung - Hansastraße;Erwachsene;200;49;Dortmund
Westenhellweg (West);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;389;Richtung - Ostenhellweg;Erwachsene;194;575;Dortmund
Westenhellweg (West);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;389;Richtung - Westentor;Erwachsene;191;575;Dortmund
Westenhellweg (Mitte);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;384;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (Ost);2026-01-11T11:00:00+00:00;12;Sonntag;7;2;1;Europe/Berlin;hour;302;Richtung - Hansastraße;Kinder;4;246;Dortmund
Westenhellweg (Mitte);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;439;Richtung - Hansastraße;Erwachsene;264;49;Dortmund
Westenhellweg (Mitte);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;439;Richtung - Hansastraße;Kinder;1;49;Dortmund
Westenhellweg (Mitte);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;439;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;373;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Mitte);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;439;Richtung - Petrikirche;Erwachsene;174;49;Dortmund
Westenhellweg (West);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;373;Richtung - Ostenhellweg;Erwachsene;180;575;Dortmund
Westenhellweg (West);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;373;Richtung - Westentor;Erwachsene;189;575;Dortmund
Westenhellweg (West);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;373;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (Ost);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;365;Richtung - Hansastraße;Erwachsene;152;246;Dortmund
Westenhellweg (Ost);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;365;Richtung - Hansastraße;Kinder;4;246;Dortmund
Westenhellweg (Ost);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;365;Richtung - Ostenhellweg;Erwachsene;204;246;Dortmund
Westenhellweg (Ost);2026-01-11T12:00:00+00:00;13;Sonntag;7;2;1;Europe/Berlin;hour;365;Richtung - Ostenhellweg;Kinder;5;246;Dortmund
Westenhellweg (Ost);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;511;Richtung - Hansastraße;Kinder;12;246;Dortmund
Westenhellweg (Ost);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;511;Richtung - Ostenhellweg;Erwachsene;264;246;Dortmund
Westenhellweg (Ost);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;511;Richtung - Ostenhellweg;Kinder;10;246;Dortmund
Westenhellweg (Mitte);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;591;Richtung - Hansastraße;Kinder;5;49;Dortmund
Westenhellweg (West);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;481;Richtung - Ostenhellweg;Erwachsene;233;575;Dortmund
Westenhellweg (West);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;481;Richtung - Westentor;Erwachsene;243;575;Dortmund
Westenhellweg (West);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;481;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (West);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;481;Richtung - Ostenhellweg;Kinder;3;575;Dortmund
Westenhellweg (Mitte);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;591;Richtung - Hansastraße;Erwachsene;321;49;Dortmund
Westenhellweg (Mitte);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;591;Richtung - Petrikirche;Erwachsene;263;49;Dortmund
Westenhellweg (Mitte);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;591;Richtung - Petrikirche;Kinder;2;49;Dortmund
Westenhellweg (Ost);2026-01-11T13:00:00+00:00;14;Sonntag;7;2;1;Europe/Berlin;hour;511;Richtung - Hansastraße;Erwachsene;225;246;Dortmund
Westenhellweg (Mitte);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;692;Richtung - Hansastraße;Erwachsene;385;49;Dortmund
Westenhellweg (Ost);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;594;Richtung - Ostenhellweg;Erwachsene;298;246;Dortmund
Westenhellweg (Ost);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;594;Richtung - Ostenhellweg;Kinder;11;246;Dortmund
Westenhellweg (Mitte);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;692;Richtung - Petrikirche;Erwachsene;300;49;Dortmund
Westenhellweg (West);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;486;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (West);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;486;Richtung - Ostenhellweg;Erwachsene;232;575;Dortmund
Westenhellweg (West);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;486;Richtung - Ostenhellweg;Kinder;4;575;Dortmund
Westenhellweg (West);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;486;Richtung - Westentor;Erwachsene;248;575;Dortmund
Westenhellweg (Mitte);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;692;Richtung - Hansastraße;Kinder;3;49;Dortmund
Westenhellweg (Mitte);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;692;Richtung - Petrikirche;Kinder;4;49;Dortmund
Westenhellweg (Ost);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;594;Richtung - Hansastraße;Erwachsene;271;246;Dortmund
Westenhellweg (Ost);2026-01-11T14:00:00+00:00;15;Sonntag;7;2;1;Europe/Berlin;hour;594;Richtung - Hansastraße;Kinder;14;246;Dortmund
Westenhellweg (Mitte);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;708;Richtung - Hansastraße;Erwachsene;379;49;Dortmund
Westenhellweg (Mitte);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;708;Richtung - Petrikirche;Erwachsene;323;49;Dortmund
Westenhellweg (West);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;468;Richtung - Ostenhellweg;Erwachsene;228;575;Dortmund
Westenhellweg (West);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;468;Richtung - Westentor;Erwachsene;235;575;Dortmund
Westenhellweg (West);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;468;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Ost);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;593;Richtung - Hansastraße;Erwachsene;254;246;Dortmund
Westenhellweg (Ost);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;593;Richtung - Hansastraße;Kinder;6;246;Dortmund
Westenhellweg (Ost);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;593;Richtung - Ostenhellweg;Erwachsene;321;246;Dortmund
Westenhellweg (Ost);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;593;Richtung - Ostenhellweg;Kinder;12;246;Dortmund
Westenhellweg (Mitte);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;708;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (West);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;468;Richtung - Ostenhellweg;Kinder;3;575;Dortmund
Westenhellweg (Mitte);2026-01-11T15:00:00+00:00;16;Sonntag;7;2;1;Europe/Berlin;hour;708;Richtung - Hansastraße;Kinder;5;49;Dortmund
Westenhellweg (Ost);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;428;Richtung - Hansastraße;Erwachsene;173;246;Dortmund
Westenhellweg (Ost);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;428;Richtung - Hansastraße;Kinder;6;246;Dortmund
Westenhellweg (Ost);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;428;Richtung - Ostenhellweg;Kinder;11;246;Dortmund
Westenhellweg (Ost);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;428;Richtung - Ostenhellweg;Erwachsene;238;246;Dortmund
Westenhellweg (Mitte);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;506;Richtung - Hansastraße;Erwachsene;277;49;Dortmund
Westenhellweg (Mitte);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;506;Richtung - Hansastraße;Kinder;5;49;Dortmund
Westenhellweg (Mitte);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;506;Richtung - Petrikirche;Erwachsene;221;49;Dortmund
Westenhellweg (West);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;379;Richtung - Ostenhellweg;Erwachsene;183;575;Dortmund
Westenhellweg (West);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;379;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (West);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;379;Richtung - Westentor;Erwachsene;192;575;Dortmund
Westenhellweg (West);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;379;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Mitte);2026-01-11T16:00:00+00:00;17;Sonntag;7;2;1;Europe/Berlin;hour;506;Richtung - Petrikirche;Kinder;3;49;Dortmund
Westenhellweg (Mitte);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;475;Richtung - Hansastraße;Erwachsene;228;49;Dortmund
Westenhellweg (West);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;361;Richtung - Ostenhellweg;Erwachsene;167;575;Dortmund
Westenhellweg (West);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;361;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (West);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;361;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (Ost);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;326;Richtung - Hansastraße;Erwachsene;152;246;Dortmund
Westenhellweg (Ost);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;326;Richtung - Hansastraße;Kinder;9;246;Dortmund
Westenhellweg (Ost);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;326;Richtung - Ostenhellweg;Erwachsene;161;246;Dortmund
Westenhellweg (Mitte);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;475;Richtung - Petrikirche;Erwachsene;245;49;Dortmund
Westenhellweg (Mitte);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;475;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (West);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;361;Richtung - Westentor;Erwachsene;190;575;Dortmund
Westenhellweg (Mitte);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;475;Richtung - Hansastraße;Kinder;1;49;Dortmund
Westenhellweg (Ost);2026-01-11T17:00:00+00:00;18;Sonntag;7;2;1;Europe/Berlin;hour;326;Richtung - Ostenhellweg;Kinder;4;246;Dortmund
Westenhellweg (Mitte);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;352;Richtung - Hansastraße;Erwachsene;155;49;Dortmund
Westenhellweg (Mitte);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;352;Richtung - Hansastraße;Kinder;1;49;Dortmund
Westenhellweg (Mitte);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;352;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;282;Richtung - Hansastraße;Erwachsene;149;246;Dortmund
Westenhellweg (Ost);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;282;Richtung - Ostenhellweg;Kinder;3;246;Dortmund
Westenhellweg (Ost);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;282;Richtung - Ostenhellweg;Erwachsene;128;246;Dortmund
Westenhellweg (Mitte);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;352;Richtung - Petrikirche;Erwachsene;196;49;Dortmund
Westenhellweg (West);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;231;Richtung - Ostenhellweg;Erwachsene;110;575;Dortmund
Westenhellweg (West);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;231;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;231;Richtung - Westentor;Erwachsene;121;575;Dortmund
Westenhellweg (West);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;231;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-11T18:00:00+00:00;19;Sonntag;7;2;1;Europe/Berlin;hour;282;Richtung - Hansastraße;Kinder;2;246;Dortmund
Westenhellweg (Mitte);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;213;Richtung - Petrikirche;Kinder;1;49;Dortmund
Westenhellweg (West);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;145;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;143;Richtung - Ostenhellweg;Erwachsene;64;246;Dortmund
Westenhellweg (Ost);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;143;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;143;Richtung - Hansastraße;Erwachsene;76;246;Dortmund
Westenhellweg (Ost);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;143;Richtung - Hansastraße;Kinder;3;246;Dortmund
Westenhellweg (Mitte);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;213;Richtung - Hansastraße;Erwachsene;102;49;Dortmund
Westenhellweg (Mitte);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;213;Richtung - Petrikirche;Erwachsene;110;49;Dortmund
Westenhellweg (West);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;145;Richtung - Ostenhellweg;Erwachsene;68;575;Dortmund
Westenhellweg (West);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;145;Richtung - Westentor;Erwachsene;77;575;Dortmund
Westenhellweg (West);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;145;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-11T19:00:00+00:00;20;Sonntag;7;2;1;Europe/Berlin;hour;213;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;98;Richtung - Hansastraße;Erwachsene;45;246;Dortmund
Westenhellweg (Ost);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;98;Richtung - Ostenhellweg;Erwachsene;51;246;Dortmund
Westenhellweg (Mitte);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;102;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (West);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;87;Richtung - Ostenhellweg;Erwachsene;39;575;Dortmund
Westenhellweg (West);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;87;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;87;Richtung - Westentor;Erwachsene;48;575;Dortmund
Westenhellweg (West);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;87;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;102;Richtung - Hansastraße;Erwachsene;49;49;Dortmund
Westenhellweg (Mitte);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;102;Richtung - Petrikirche;Erwachsene;53;49;Dortmund
Westenhellweg (Mitte);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;102;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;98;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-11T20:00:00+00:00;21;Sonntag;7;2;1;Europe/Berlin;hour;98;Richtung - Ostenhellweg;Kinder;2;246;Dortmund
Westenhellweg (Mitte);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;77;Richtung - Hansastraße;Erwachsene;36;49;Dortmund
Westenhellweg (Mitte);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;77;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;77;Richtung - Petrikirche;Erwachsene;41;49;Dortmund
Westenhellweg (Ost);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;58;Richtung - Hansastraße;Erwachsene;21;246;Dortmund
Westenhellweg (Ost);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;58;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;88;Richtung - Ostenhellweg;Erwachsene;39;575;Dortmund
Westenhellweg (West);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;88;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;88;Richtung - Westentor;Erwachsene;49;575;Dortmund
Westenhellweg (West);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;88;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;77;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;58;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-11T21:00:00+00:00;22;Sonntag;7;2;1;Europe/Berlin;hour;58;Richtung - Ostenhellweg;Erwachsene;37;246;Dortmund
Westenhellweg (Mitte);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;39;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;39;Richtung - Petrikirche;Erwachsene;22;49;Dortmund
Westenhellweg (Mitte);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;39;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;53;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;38;Richtung - Hansastraße;Erwachsene;25;246;Dortmund
Westenhellweg (Ost);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;38;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;38;Richtung - Ostenhellweg;Erwachsene;12;246;Dortmund
Westenhellweg (Ost);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;38;Richtung - Ostenhellweg;Kinder;1;246;Dortmund
Westenhellweg (West);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;53;Richtung - Ostenhellweg;Erwachsene;24;575;Dortmund
Westenhellweg (West);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;53;Richtung - Westentor;Erwachsene;29;575;Dortmund
Westenhellweg (West);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;53;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-01-11T22:00:00+00:00;23;Sonntag;7;2;1;Europe/Berlin;hour;39;Richtung - Hansastraße;Erwachsene;17;49;Dortmund
Westenhellweg (Mitte);2026-01-11T23:00:00+00:00;0;Montag;1;3;1;Europe/Berlin;hour;12;Richtung - Petrikirche;Erwachsene;7;49;Dortmund
Westenhellweg (West);2026-01-11T23:00:00+00:00;0;Montag;1;3;1;Europe/Berlin;hour;15;Richtung - Ostenhellweg;Erwachsene;8;575;Dortmund
