Standort;Messzeitpunkt;Stunde;Wochentag;Wochentag ID;Kalenderwoche;Quartal;Lokale Zeitzone;Zeitintervall;Passantenaufkommen pro Standort;Richtung;Passantentyp;Passantenanzahl;ID;Kommune
Westenhellweg (Mitte);2026-05-06T17:00:00+00:00;19;Mittwoch;3;19;2;Europe/Berlin;hour;2049;Richtung - Hansastraße;Erwachsene;1023;49;Dortmund
Westenhellweg (West);2026-05-06T17:00:00+00:00;19;Mittwoch;3;19;2;Europe/Berlin;hour;1562;Richtung - Ostenhellweg;Erwachsene;836;575;Dortmund
Westenhellweg (West);2026-05-06T17:00:00+00:00;19;Mittwoch;3;19;2;Europe/Berlin;hour;1562;Richtung - Westentor;Erwachsene;712;575;Dortmund
Westenhellweg (West);2026-05-06T17:00:00+00:00;19;Mittwoch;3;19;2;Europe/Berlin;hour;1562;Richtung - Westentor;Kinder;5;575;Dortmund
Westenhellweg (Mitte);2026-05-06T17:00:00+00:00;19;Mittwoch;3;19;2;Europe/Berlin;hour;2049;Richtung - Petrikirche;Kinder;13;49;Dortmund
Westenhellweg (Ost);2026-05-06T17:00:00+00:00;19;Mittwoch;3;19;2;Europe/Berlin;hour;1268;Richtung - Hansastraße;Kinder;17;246;Dortmund
Westenhellweg (Mitte);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;703;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;442;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;703;Richtung - Hansastraße;Erwachsene;351;49;Dortmund
Westenhellweg (Mitte);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;703;Richtung - Hansastraße;Kinder;4;49;Dortmund
Westenhellweg (Ost);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;487;Richtung - Hansastraße;Erwachsene;175;246;Dortmund
Westenhellweg (Ost);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;487;Richtung - Hansastraße;Kinder;2;246;Dortmund
Westenhellweg (Ost);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;487;Richtung - Ostenhellweg;Erwachsene;303;246;Dortmund
Westenhellweg (Ost);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;487;Richtung - Ostenhellweg;Kinder;7;246;Dortmund
Westenhellweg (West);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;442;Richtung - Ostenhellweg;Erwachsene;215;575;Dortmund
Westenhellweg (West);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;442;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;442;Richtung - Westentor;Erwachsene;227;575;Dortmund
Westenhellweg (Mitte);2026-05-06T18:00:00+00:00;20;Mittwoch;3;19;2;Europe/Berlin;hour;703;Richtung - Petrikirche;Erwachsene;348;49;Dortmund
Westenhellweg (Mitte);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;228;Richtung - Hansastraße;Erwachsene;126;49;Dortmund
Westenhellweg (Ost);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;161;Richtung - Ostenhellweg;Erwachsene;79;246;Dortmund
Westenhellweg (West);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;144;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;228;Richtung - Petrikirche;Kinder;2;49;Dortmund
Westenhellweg (Ost);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;161;Richtung - Hansastraße;Erwachsene;80;246;Dortmund
Westenhellweg (West);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;144;Richtung - Westentor;Erwachsene;75;575;Dortmund
Westenhellweg (West);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;144;Richtung - Ostenhellweg;Erwachsene;69;575;Dortmund
Westenhellweg (West);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;144;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;228;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;228;Richtung - Petrikirche;Erwachsene;100;49;Dortmund
Westenhellweg (Ost);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;161;Richtung - Hansastraße;Kinder;2;246;Dortmund
Westenhellweg (Ost);2026-05-06T19:00:00+00:00;21;Mittwoch;3;19;2;Europe/Berlin;hour;161;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;184;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;184;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (West);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;141;Richtung - Westentor;Erwachsene;75;575;Dortmund
Westenhellweg (Mitte);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;184;Richtung - Hansastraße;Erwachsene;74;49;Dortmund
Westenhellweg (Ost);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;121;Richtung - Hansastraße;Erwachsene;59;246;Dortmund
Westenhellweg (Ost);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;121;Richtung - Ostenhellweg;Erwachsene;58;246;Dortmund
Westenhellweg (Ost);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;121;Richtung - Ostenhellweg;Kinder;1;246;Dortmund
Westenhellweg (West);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;141;Richtung - Ostenhellweg;Erwachsene;66;575;Dortmund
Westenhellweg (West);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;141;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;141;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;184;Richtung - Petrikirche;Erwachsene;110;49;Dortmund
Westenhellweg (Ost);2026-05-06T20:00:00+00:00;22;Mittwoch;3;19;2;Europe/Berlin;hour;121;Richtung - Hansastraße;Kinder;3;246;Dortmund
Westenhellweg (Ost);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;66;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;73;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;73;Richtung - Westentor;Erwachsene;45;575;Dortmund
Westenhellweg (Ost);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;66;Richtung - Hansastraße;Kinder;1;246;Dortmund
Westenhellweg (Ost);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;66;Richtung - Ostenhellweg;Erwachsene;15;246;Dortmund
Westenhellweg (West);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;73;Richtung - Ostenhellweg;Erwachsene;28;575;Dortmund
Westenhellweg (West);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;73;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;120;Richtung - Hansastraße;Erwachsene;23;49;Dortmund
Westenhellweg (Mitte);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;120;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;120;Richtung - Petrikirche;Erwachsene;97;49;Dortmund
Westenhellweg (Mitte);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;120;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-06T21:00:00+00:00;23;Mittwoch;3;19;2;Europe/Berlin;hour;66;Richtung - Hansastraße;Erwachsene;50;246;Dortmund
Westenhellweg (Mitte);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;54;Richtung - Hansastraße;Erwachsene;17;49;Dortmund
Westenhellweg (Ost);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;34;Richtung - Hansastraße;Erwachsene;26;246;Dortmund
Westenhellweg (Ost);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;34;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;34;Richtung - Ostenhellweg;Erwachsene;8;246;Dortmund
Westenhellweg (West);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;41;Richtung - Westentor;Erwachsene;22;575;Dortmund
Westenhellweg (Mitte);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;54;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;54;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;34;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;41;Richtung - Ostenhellweg;Erwachsene;19;575;Dortmund
Westenhellweg (West);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;41;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;41;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-06T22:00:00+00:00;0;Donnerstag;4;19;2;Europe/Berlin;hour;54;Richtung - Petrikirche;Erwachsene;37;49;Dortmund
Westenhellweg (Mitte);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;25;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;25;Richtung - Petrikirche;Erwachsene;16;49;Dortmund
Westenhellweg (Mitte);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;25;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;21;Richtung - Hansastraße;Erwachsene;16;246;Dortmund
Westenhellweg (Ost);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;21;Richtung - Hansastraße;Kinder;1;246;Dortmund
Westenhellweg (Ost);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;21;Richtung - Ostenhellweg;Erwachsene;4;246;Dortmund
Westenhellweg (West);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;25;Richtung - Hansastraße;Erwachsene;9;49;Dortmund
Westenhellweg (Ost);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;21;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Ostenhellweg;Erwachsene;10;575;Dortmund
Westenhellweg (West);2026-05-06T23:00:00+00:00;1;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Westentor;Erwachsene;9;575;Dortmund
Westenhellweg (Mitte);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;22;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;22;Richtung - Petrikirche;Erwachsene;12;49;Dortmund
Westenhellweg (Ost);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;16;Richtung - Hansastraße;Erwachsene;5;246;Dortmund
Westenhellweg (Ost);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;16;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;15;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;15;Richtung - Westentor;Erwachsene;7;575;Dortmund
Westenhellweg (Mitte);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;22;Richtung - Hansastraße;Erwachsene;10;49;Dortmund
Westenhellweg (Mitte);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;22;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;16;Richtung - Ostenhellweg;Erwachsene;11;246;Dortmund
Westenhellweg (Ost);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;16;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;15;Richtung - Ostenhellweg;Erwachsene;8;575;Dortmund
Westenhellweg (West);2026-05-07T00:00:00+00:00;2;Donnerstag;4;19;2;Europe/Berlin;hour;15;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;6;Richtung - Ostenhellweg;Erwachsene;3;246;Dortmund
Westenhellweg (West);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;5;Richtung - Ostenhellweg;Erwachsene;3;575;Dortmund
Westenhellweg (West);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;5;Richtung - Westentor;Erwachsene;2;575;Dortmund
Westenhellweg (West);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;5;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;4;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Mitte);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;4;Richtung - Petrikirche;Erwachsene;2;49;Dortmund
Westenhellweg (Ost);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;6;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;5;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;4;Richtung - Hansastraße;Erwachsene;2;49;Dortmund
Westenhellweg (Mitte);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;4;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;6;Richtung - Hansastraße;Erwachsene;3;246;Dortmund
Westenhellweg (Ost);2026-05-07T01:00:00+00:00;3;Donnerstag;4;19;2;Europe/Berlin;hour;6;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Hansastraße;Erwachsene;12;49;Dortmund
Westenhellweg (Mitte);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;7;Richtung - Hansastraße;Kinder;1;246;Dortmund
Westenhellweg (Mitte);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Petrikirche;Erwachsene;5;49;Dortmund
Westenhellweg (Mitte);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;19;Richtung - Petrikirche;Kinder;2;49;Dortmund
Westenhellweg (West);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;13;Richtung - Ostenhellweg;Erwachsene;7;575;Dortmund
Westenhellweg (West);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;13;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;13;Richtung - Westentor;Erwachsene;6;575;Dortmund
Westenhellweg (West);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;13;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;7;Richtung - Hansastraße;Erwachsene;1;246;Dortmund
Westenhellweg (Ost);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;7;Richtung - Ostenhellweg;Erwachsene;5;246;Dortmund
Westenhellweg (Ost);2026-05-07T02:00:00+00:00;4;Donnerstag;4;19;2;Europe/Berlin;hour;7;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (Mitte);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;63;Richtung - Hansastraße;Erwachsene;25;49;Dortmund
Westenhellweg (Mitte);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;63;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;37;Richtung - Ostenhellweg;Erwachsene;16;246;Dortmund
Westenhellweg (West);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;59;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;59;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;63;Richtung - Petrikirche;Erwachsene;38;49;Dortmund
Westenhellweg (Ost);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;37;Richtung - Hansastraße;Kinder;0;246;Dortmund
Westenhellweg (Ost);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;37;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;59;Richtung - Ostenhellweg;Erwachsene;31;575;Dortmund
Westenhellweg (West);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;59;Richtung - Westentor;Erwachsene;28;575;Dortmund
Westenhellweg (Mitte);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;63;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-07T03:00:00+00:00;5;Donnerstag;4;19;2;Europe/Berlin;hour;37;Richtung - Hansastraße;Erwachsene;21;246;Dortmund
Westenhellweg (Mitte);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;136;Richtung - Hansastraße;Erwachsene;80;49;Dortmund
Westenhellweg (Mitte);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;136;Richtung - Petrikirche;Erwachsene;56;49;Dortmund
Westenhellweg (Mitte);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;136;Richtung - Petrikirche;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;84;Richtung - Hansastraße;Erwachsene;49;246;Dortmund
Westenhellweg (Ost);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;84;Richtung - Ostenhellweg;Kinder;0;246;Dortmund
Westenhellweg (West);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;125;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (Ost);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;84;Richtung - Ostenhellweg;Erwachsene;33;246;Dortmund
Westenhellweg (West);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;125;Richtung - Ostenhellweg;Erwachsene;57;575;Dortmund
Westenhellweg (West);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;125;Richtung - Westentor;Erwachsene;68;575;Dortmund
Westenhellweg (West);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;125;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;136;Richtung - Hansastraße;Kinder;0;49;Dortmund
Westenhellweg (Ost);2026-05-07T04:00:00+00:00;6;Donnerstag;4;19;2;Europe/Berlin;hour;84;Richtung - Hansastraße;Kinder;2;246;Dortmund
Westenhellweg (Mitte);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;391;Richtung - Hansastraße;Erwachsene;233;49;Dortmund
Westenhellweg (Ost);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;185;Richtung - Hansastraße;Kinder;4;246;Dortmund
Westenhellweg (Ost);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;185;Richtung - Ostenhellweg;Kinder;1;246;Dortmund
Westenhellweg (West);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;274;Richtung - Ostenhellweg;Kinder;0;575;Dortmund
Westenhellweg (West);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;274;Richtung - Westentor;Erwachsene;149;575;Dortmund
Westenhellweg (Mitte);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;391;Richtung - Hansastraße;Kinder;1;49;Dortmund
Westenhellweg (Mitte);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;391;Richtung - Petrikirche;Kinder;2;49;Dortmund
Westenhellweg (West);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;274;Richtung - Ostenhellweg;Erwachsene;125;575;Dortmund
Westenhellweg (West);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;274;Richtung - Westentor;Kinder;0;575;Dortmund
Westenhellweg (Mitte);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;391;Richtung - Petrikirche;Erwachsene;155;49;Dortmund
Westenhellweg (Ost);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;185;Richtung - Hansastraße;Erwachsene;108;246;Dortmund
Westenhellweg (Ost);2026-05-07T05:00:00+00:00;7;Donnerstag;4;19;2;Europe/Berlin;hour;185;Richtung - Ostenhellweg;Erwachsene;72;246;Dortmund
Westenhellweg (Mitte);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;643;Richtung - Hansastraße;Kinder;4;49;Dortmund
Westenhellweg (Ost);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;405;Richtung - Hansastraße;Erwachsene;185;246;Dortmund
Westenhellweg (Ost);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;405;Richtung - Hansastraße;Kinder;11;246;Dortmund
Westenhellweg (West);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;462;Richtung - Ostenhellweg;Kinder;2;575;Dortmund
Westenhellweg (West);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;462;Richtung - Westentor;Erwachsene;222;575;Dortmund
Westenhellweg (Mitte);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;643;Richtung - Petrikirche;Erwachsene;255;49;Dortmund
Westenhellweg (Ost);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;405;Richtung - Ostenhellweg;Kinder;10;246;Dortmund
Westenhellweg (West);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;462;Richtung - Westentor;Kinder;2;575;Dortmund
Westenhellweg (West);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;462;Richtung - Ostenhellweg;Erwachsene;236;575;Dortmund
Westenhellweg (Mitte);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;643;Richtung - Hansastraße;Erwachsene;381;49;Dortmund
Westenhellweg (Mitte);2026-05-07T06:00:00+00:00;8;Donnerstag;4;19;2;Europe/Berlin;hour;643;Richtung - Petrikirche;Kinder;3;49;Dortmund
