location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2026-01-17 00:00:00 +0100;Saturday;20644;12;rain;;10369;10275;19932;712;9983;9949;386;326;9148;6303;2845;11496;4066;7430;measured
Steinstraße, Moers;2026-01-18 00:00:00 +0100;Sunday;4367;6;partly-cloudy-day;;2223;2144;4259;108;2168;2091;55;53;1895;1213;682;2472;1010;1462;measured
Steinstraße, Moers;2026-01-19 00:00:00 +0100;Monday;11648;4;partly-cloudy-day;;5768;5880;11255;393;5559;5696;209;184;5331;3112;2219;6317;2656;3661;measured
Steinstraße, Moers;2026-01-20 00:00:00 +0100;Tuesday;13164;5;partly-cloudy-day;;6481;6683;12768;396;6287;6481;194;202;6277;3747;2530;6887;2734;4153;measured
Steinstraße, Moers;2026-01-21 00:00:00 +0100;Wednesday;11528;7;partly-cloudy-day;;5778;5750;11161;367;5590;5571;188;179;5197;3181;2016;6331;2597;3734;mixed
Steinstraße, Moers;2026-01-22 00:00:00 +0100;Thursday;12720;7;rain;;6288;6432;12252;468;6051;6201;237;231;5526;3295;2231;7194;2993;4201;measured
Steinstraße, Moers;2026-01-23 00:00:00 +0100;Friday;14940;9;partly-cloudy-day;;7452;7488;14515;425;7217;7298;235;190;6913;4356;2557;8027;3096;4931;mixed
Steinstraße, Moers;2026-01-24 00:00:00 +0100;Saturday;18297;8;rain;;9134;9163;17731;566;8842;8889;292;274;8288;5530;2758;10009;3604;6405;measured
Steinstraße, Moers;2026-01-25 00:00:00 +0100;Sunday;3013;2;cloudy;;1507;1506;2950;63;1472;1478;35;28;1184;758;426;1829;749;1080;measured
Steinstraße, Moers;2026-01-26 00:00:00 +0100;Monday;9186;1;snow;;4506;4680;8938;248;4375;4563;131;117;4222;2372;1850;4964;2134;2830;measured
Steinstraße, Moers;2026-01-27 00:00:00 +0100;Tuesday;11133;6;rain;;5532;5601;10807;326;5357;5450;175;151;5459;3318;2141;5674;2214;3460;mixed
Steinstraße, Moers;2026-01-28 00:00:00 +0100;Wednesday;9894;5;snow;;4900;4994;9596;298;4751;4845;149;149;4608;2765;1843;5286;2135;3151;mixed
Steinstraße, Moers;2026-01-29 00:00:00 +0100;Thursday;10791;2;snow;;5273;5518;10504;287;5119;5385;154;133;5016;2920;2096;5775;2353;3422;mixed
Steinstraße, Moers;2026-01-30 00:00:00 +0100;Friday;15762;5;rain;;7842;7920;15291;471;7591;7700;251;220;7278;4569;2709;8484;3273;5211;mixed
Steinstraße, Moers;2026-01-31 00:00:00 +0100;Saturday;16959;7;rain;;8645;8314;16448;511;8352;8096;293;218;7764;5111;2653;9195;3534;5661;mixed
