Zeit;Mannesmann Ufer Stadteinwaerts (Ri. Sueden);Mannesmann Ufer Stadtauswaerts (Ri. Norden);Symbol Wetter;Temperatur ( °C);Regen (mm)
26-06-2025 17:00:00;118;202;Stellenweiser Regenfall;23;0
26-06-2025 18:00:00;134;199;Stellenweiser Regenfall;23;0
26-06-2025 19:00:00;74;137;Leicht bewoelkt;23;0
26-06-2025 20:00:00;48;106;Stellenweiser Regenfall;22;0
26-06-2025 21:00:00;26;93;Stellenweiser Regenfall;21;0,1
26-06-2025 22:00:00;25;80;Leicht bewoelkt;21;0
26-06-2025 23:00:00;14;49;Leicht bewoelkt;20;0
27-06-2025 00:00:00;5;19;Leicht bewoelkt;19;0
27-06-2025 01:00:00;2;5;Leicht bewoelkt;19;0
27-06-2025 02:00:00;1;1;Leicht bewoelkt;19;0
27-06-2025 03:00:00;0;2;Leicht bewoelkt;18;0
27-06-2025 04:00:00;4;7;Leicht bewoelkt;18;0
27-06-2025 05:00:00;11;18;Leicht bewoelkt;18;0
27-06-2025 06:00:00;42;45;Leicht bewoelkt;17;0
27-06-2025 07:00:00;85;91;Bewoelkt;17;0
27-06-2025 08:00:00;91;110;Nieselregen;17;0,2
27-06-2025 09:00:00;68;72;Bedeckt;16;0
27-06-2025 10:00:00;70;95;Leicht bewoelkt;18;0
27-06-2025 11:00:00;41;86;Leicht bewoelkt;20;0
27-06-2025 12:00:00;70;117;Leicht bewoelkt;21;0
27-06-2025 13:00:00;88;157;Bedeckt;23;0
27-06-2025 14:00:00;89;162;Leicht bewoelkt;24;0
27-06-2025 15:00:00;104;190;Bewoelkt;24;0
27-06-2025 16:00:00;107;203;Bewoelkt;25;0
27-06-2025 17:00:00;121;189;Leicht bewoelkt;25;0
27-06-2025 18:00:00;102;190;Leicht bewoelkt;25;0
27-06-2025 19:00:00;96;205;Leicht bewoelkt;24;0
27-06-2025 20:00:00;56;133;Sonnig;22;0
27-06-2025 21:00:00;59;129;Sonnig;21;0
27-06-2025 22:00:00;37;125;Sonnig;20;0
27-06-2025 23:00:00;32;73;Sonnig;19;0
28-06-2025 00:00:00;29;56;Sonnig;18;0
28-06-2025 01:00:00;9;21;Leicht bewoelkt;18;0
28-06-2025 02:00:00;2;13;Sonnig;17;0
28-06-2025 03:00:00;4;16;Sonnig;17;0
28-06-2025 04:00:00;2;5;Sonnig;17;0
28-06-2025 05:00:00;1;11;Sonnig;18;0
28-06-2025 06:00:00;3;13;Sonnig;19;0
28-06-2025 07:00:00;23;28;Sonnig;20;0
28-06-2025 08:00:00;27;43;Sonnig;22;0
28-06-2025 09:00:00;69;82;Sonnig;23;0
28-06-2025 10:00:00;92;117;Sonnig;25;0
28-06-2025 11:00:00;130;187;Sonnig;26;0
28-06-2025 12:00:00;144;187;Leicht bewoelkt;27;0
28-06-2025 13:00:00;104;193;Leicht bewoelkt;28;0
28-06-2025 14:00:00;133;223;Leicht bewoelkt;29;0
28-06-2025 15:00:00;121;237;Leicht bewoelkt;28;0
28-06-2025 16:00:00;139;230;Leicht bewoelkt;28;0
28-06-2025 17:00:00;115;222;Leicht bewoelkt;29;0
28-06-2025 18:00:00;111;209;Leicht bewoelkt;28;0
28-06-2025 19:00:00;110;182;Sonnig;27;0
28-06-2025 20:00:00;78;169;Sonnig;25;0
28-06-2025 21:00:00;56;137;Sonnig;24;0
28-06-2025 22:00:00;37;152;Sonnig;23;0
28-06-2025 23:00:00;29;71;Sonnig;22;0
29-06-2025 00:00:00;32;78;Sonnig;21;0
29-06-2025 01:00:00;11;46;Sonnig;20;0
29-06-2025 02:00:00;3;10;Sonnig;20;0
29-06-2025 03:00:00;1;14;Sonnig;20;0
29-06-2025 04:00:00;4;5;Leicht bewoelkt;19;0
29-06-2025 05:00:00;4;11;Leicht bewoelkt;20;0
29-06-2025 06:00:00;3;11;Leicht bewoelkt;21;0
29-06-2025 07:00:00;15;22;Leicht bewoelkt;22;0
29-06-2025 08:00:00;36;66;Sonnig;23;0
29-06-2025 09:00:00;54;102;Sonnig;25;0
29-06-2025 10:00:00;108;192;Sonnig;26;0
29-06-2025 11:00:00;162;329;Leicht bewoelkt;27;0
29-06-2025 12:00:00;182;417;Leicht bewoelkt;28;0
29-06-2025 13:00:00;285;451;Leicht bewoelkt;29;0
29-06-2025 14:00:00;318;398;Sonnig;30;0
29-06-2025 15:00:00;245;321;Leicht bewoelkt;30;0
29-06-2025 16:00:00;178;270;Leicht bewoelkt;30;0
29-06-2025 17:00:00;141;247;Leicht bewoelkt;30;0
29-06-2025 18:00:00;101;215;Leicht bewoelkt;29;0
29-06-2025 19:00:00;82;174;Leicht bewoelkt;28;0
29-06-2025 20:00:00;70;137;Sonnig;26;0
29-06-2025 21:00:00;52;152;Sonnig;25;0
29-06-2025 22:00:00;22;89;Sonnig;23;0
29-06-2025 23:00:00;18;32;Sonnig;22;0
30-06-2025 00:00:00;3;14;Sonnig;20;0
30-06-2025 01:00:00;4;8;Sonnig;19;0
30-06-2025 02:00:00;2;2;Sonnig;18;0
30-06-2025 03:00:00;0;2;Sonnig;18;0
30-06-2025 04:00:00;7;9;Sonnig;18;0
30-06-2025 05:00:00;14;35;Sonnig;18;0
30-06-2025 06:00:00;59;93;Sonnig;19;0
30-06-2025 07:00:00;135;183;Sonnig;21;0
30-06-2025 08:00:00;226;260;Sonnig;23;0
30-06-2025 09:00:00;100;173;Sonnig;25;0
30-06-2025 10:00:00;78;103;Sonnig;27;0
30-06-2025 11:00:00;81;106;Sonnig;28;0
30-06-2025 12:00:00;73;116;Sonnig;30;0
30-06-2025 13:00:00;71;144;Sonnig;31;0
30-06-2025 14:00:00;90;166;Sonnig;32;0
30-06-2025 15:00:00;108;196;Sonnig;32;0
30-06-2025 16:00:00;135;225;Sonnig;32;0
30-06-2025 17:00:00;180;261;Sonnig;32;0
30-06-2025 18:00:00;157;234;Sonnig;31;0
30-06-2025 19:00:00;118;171;Sonnig;29;0
30-06-2025 20:00:00;104;180;Sonnig;27;0
30-06-2025 21:00:00;54;172;Sonnig;25;0
30-06-2025 22:00:00;40;120;Sonnig;24;0
30-06-2025 23:00:00;17;35;Sonnig;25;0
01-07-2025 00:00:00;8;19;Sonnig;25;0
01-07-2025 01:00:00;5;3;Sonnig;24;0
01-07-2025 02:00:00;0;5;Sonnig;24;0
01-07-2025 03:00:00;0;3;Sonnig;23;0
01-07-2025 04:00:00;4;11;Sonnig;23;0
01-07-2025 05:00:00;19;42;Sonnig;23;0
01-07-2025 06:00:00;46;87;Sonnig;24;0
01-07-2025 07:00:00;199;235;Sonnig;26;0
01-07-2025 08:00:00;241;287;Sonnig;28;0
01-07-2025 09:00:00;105;136;Sonnig;30;0
01-07-2025 10:00:00;67;118;Sonnig;31;0
01-07-2025 11:00:00;78;98;Sonnig;33;0
01-07-2025 12:00:00;64;179;Sonnig;34;0
01-07-2025 13:00:00;62;155;Sonnig;35;0
01-07-2025 14:00:00;73;144;Sonnig;36;0
01-07-2025 15:00:00;96;175;Sonnig;37;0
01-07-2025 16:00:00;131;201;Sonnig;37;0
01-07-2025 17:00:00;211;262;Leicht bewoelkt;36;0
01-07-2025 18:00:00;192;251;Sonnig;35;0
01-07-2025 19:00:00;125;180;Sonnig;33;0
01-07-2025 20:00:00;87;161;Stellenweiser Nieselregen;32;0,3
01-07-2025 21:00:00;78;164;Stellenweiser Regenfall;30;0,1
01-07-2025 22:00:00;60;121;Stellenweiser Regenfall;29;0
01-07-2025 23:00:00;29;175;Leicht bewoelkt;28;0
02-07-2025 00:00:00;6;47;Sonnig;27;0
02-07-2025 01:00:00;3;19;Sonnig;26;0
02-07-2025 02:00:00;2;7;Sonnig;25;0
02-07-2025 03:00:00;0;1;Sonnig;24;0
02-07-2025 04:00:00;9;5;Sonnig;24;0
02-07-2025 05:00:00;14;39;Sonnig;24;0
02-07-2025 06:00:00;41;67;Sonnig;25;0
02-07-2025 07:00:00;155;184;Sonnig;26;0
02-07-2025 08:00:00;171;238;Sonnig;28;0
02-07-2025 09:00:00;94;149;Sonnig;30;0
02-07-2025 10:00:00;62;109;Sonnig;32;0
02-07-2025 11:00:00;51;74;Sonnig;33;0
02-07-2025 12:00:00;57;141;Sonnig;35;0
02-07-2025 13:00:00;43;106;Sonnig;36;0
02-07-2025 14:00:00;59;120;Sonnig;36;0
02-07-2025 15:00:00;114;187;Nieselregen mit Gewitter;33;0,2
02-07-2025 16:00:00;78;122;Teilweise maeßiger Regenfall;28;3,2
02-07-2025 17:00:00;91;114;Stellenweiser Regenfall;25;2,2
02-07-2025 18:00:00;49;104;Stellenweiser Regenfall;25;0,2
02-07-2025 19:00:00;8;35;Stellenweiser Regenfall;23;0,1
02-07-2025 20:00:00;18;40;Stellenweiser Regenfall;22;0
02-07-2025 21:00:00;21;57;Sonnig;21;0
02-07-2025 22:00:00;15;34;Bewoelkt;20;0
02-07-2025 23:00:00;9;15;Leicht bewoelkt;19;0
03-07-2025 00:00:00;2;14;Leicht bewoelkt;19;0
03-07-2025 01:00:00;1;3;Stellenweiser Regenfall;18;0
03-07-2025 02:00:00;1;2;Stellenweiser Regenfall;17;0
03-07-2025 03:00:00;0;2;Stellenweiser Regenfall;17;0
03-07-2025 04:00:00;5;7;Stellenweiser Regenfall;16;0
03-07-2025 05:00:00;12;28;Stellenweiser Regenfall;16;0
03-07-2025 06:00:00;52;60;Stellenweiser Regenfall;16;0,1
03-07-2025 07:00:00;155;156;Stellenweiser Regenfall;17;0,1
03-07-2025 08:00:00;212;242;Stellenweiser Regenfall;17;0,1
03-07-2025 09:00:00;89;131;Stellenweiser Regenfall;18;0
03-07-2025 10:00:00;57;85;Bewoelkt;18;0
03-07-2025 11:00:00;58;102;Bewoelkt;19;0
03-07-2025 12:00:00;91;146;Leicht bewoelkt;19;0
03-07-2025 13:00:00;64;165;Sonnig;21;0
03-07-2025 14:00:00;72;182;Sonnig;22;0
03-07-2025 15:00:00;105;229;Sonnig;23;0
03-07-2025 16:00:00;182;242;Sonnig;23;0
03-07-2025 17:00:00;177;292;Leicht bewoelkt;23;0
03-07-2025 18:00:00;183;294;Sonnig;23;0
03-07-2025 19:00:00;158;221;Sonnig;22;0
03-07-2025 20:00:00;83;144;Sonnig;20;0
03-07-2025 21:00:00;39;140;Leicht bewoelkt;19;0
03-07-2025 22:00:00;34;140;Leicht bewoelkt;18;0
03-07-2025 23:00:00;18;105;Sonnig;17;0
04-07-2025 00:00:00;4;36;Sonnig;16;0
04-07-2025 01:00:00;2;13;Sonnig;16;0
04-07-2025 02:00:00;1;2;Sonnig;15;0
04-07-2025 03:00:00;2;3;Sonnig;15;0
04-07-2025 04:00:00;0;7;Sonnig;15;0
04-07-2025 05:00:00;6;23;Sonnig;15;0
04-07-2025 06:00:00;25;57;Sonnig;16;0
04-07-2025 07:00:00;90;153;Sonnig;18;0
04-07-2025 08:00:00;136;183;Sonnig;20;0
04-07-2025 09:00:00;58;143;Sonnig;21;0
04-07-2025 10:00:00;62;98;Sonnig;23;0
04-07-2025 11:00:00;62;160;Sonnig;24;0
04-07-2025 12:00:00;101;189;Sonnig;25;0
04-07-2025 13:00:00;105;188;Sonnig;25;0
04-07-2025 14:00:00;105;190;Sonnig;26;0
04-07-2025 15:00:00;124;211;Sonnig;26;0
04-07-2025 16:00:00;128;139;Sonnig;26;0
04-07-2025 17:00:00;149;160;Sonnig;26;0
04-07-2025 18:00:00;132;141;Sonnig;26;0
04-07-2025 19:00:00;115;129;Sonnig;25;0
04-07-2025 20:00:00;65;92;Sonnig;23;0
04-07-2025 21:00:00;43;78;Sonnig;22;0
04-07-2025 22:00:00;32;59;Sonnig;21;0
04-07-2025 23:00:00;24;100;Sonnig;20;0
05-07-2025 00:00:00;19;79;Sonnig;19;0
05-07-2025 01:00:00;7;31;Sonnig;18;0
05-07-2025 02:00:00;5;9;Leicht bewoelkt;18;0
05-07-2025 03:00:00;0;8;Leicht bewoelkt;17;0
05-07-2025 04:00:00;0;8;Leicht bewoelkt;17;0
05-07-2025 05:00:00;1;11;Leicht bewoelkt;17;0
05-07-2025 06:00:00;3;11;Leicht bewoelkt;17;0
05-07-2025 07:00:00;6;21;Leicht bewoelkt;19;0
05-07-2025 08:00:00;19;53;Leicht bewoelkt;20;0
05-07-2025 09:00:00;45;100;Sonnig;21;0
05-07-2025 10:00:00;55;93;Leicht bewoelkt;22;0
05-07-2025 11:00:00;119;106;Leicht bewoelkt;22;0
05-07-2025 12:00:00;118;118;Leicht bewoelkt;23;0
05-07-2025 13:00:00;96;125;Leicht bewoelkt;24;0
05-07-2025 14:00:00;116;151;Leicht bewoelkt;22;0
05-07-2025 15:00:00;77;132;Leicht bewoelkt;22;0
05-07-2025 16:00:00;83;119;Leicht bewoelkt;23;0
05-07-2025 17:00:00;67;108;Leicht bewoelkt;24;0
05-07-2025 18:00:00;53;112;Leicht bewoelkt;23;0
05-07-2025 19:00:00;42;73;Leicht bewoelkt;21;0
05-07-2025 20:00:00;29;43;Leicht bewoelkt;20;0
05-07-2025 21:00:00;36;62;Leicht bewoelkt;20;0
05-07-2025 22:00:00;19;41;Leicht bewoelkt;19;0
05-07-2025 23:00:00;23;49;Stellenweiser Regenfall;18;0
06-07-2025 00:00:00;15;57;Stellenweiser Regenfall;17;0
06-07-2025 01:00:00;7;26;Leichter Regenschauer;17;0,2
06-07-2025 02:00:00;3;19;Leichter Regenschauer;16;0,2
06-07-2025 03:00:00;1;5;Stellenweiser Regenfall;16;0,1
06-07-2025 04:00:00;0;7;Stellenweiser Regenfall;16;0
06-07-2025 05:00:00;1;6;Stellenweiser Regenfall;16;0,1
06-07-2025 06:00:00;6;8;Leichter Regenschauer;16;0,2
06-07-2025 07:00:00;6;10;Stellenweiser Regenfall;16;0,1
06-07-2025 08:00:00;13;25;Leichter Regenschauer;17;0,2
06-07-2025 09:00:00;21;43;Nieselregen;16;0,5
06-07-2025 10:00:00;30;65;Leichter Regenfall;15;1,2
06-07-2025 11:00:00;22;41;Stellenweiser Nieselregen;15;0,6
06-07-2025 12:00:00;26;44;Stellenweiser Regenfall;16;0,1
06-07-2025 13:00:00;35;48;Stellenweiser Regenfall;16;0,1
06-07-2025 14:00:00;17;26;Stellenweiser Regenfall;16;0
06-07-2025 15:00:00;6;29;Stellenweiser Regenfall;16;0
06-07-2025 16:00:00;13;13;Stellenweiser Regenfall;17;0
06-07-2025 17:00:00;15;36;Stellenweiser Regenfall;17;0
06-07-2025 18:00:00;7;25;Stellenweiser Regenfall;18;0
06-07-2025 19:00:00;9;22;Stellenweiser Regenfall;17;0,1
06-07-2025 20:00:00;4;9;Leichter Regenschauer;17;0,3
06-07-2025 21:00:00;3;19;Leichter Regenschauer;16;0,3
06-07-2025 22:00:00;3;19;Leichter Regenschauer;16;0,7
06-07-2025 23:00:00;2;10;Leichter Regenschauer;15;0,6
07-07-2025 00:00:00;0;4;Leichter Nebel;15;0
07-07-2025 01:00:00;1;1;Stellenweiser Regenfall;15;0
07-07-2025 02:00:00;0;0;Stellenweiser leichter Regenfall;14;0,9
07-07-2025 03:00:00;0;3;Leichter Regenschauer;14;0,7
07-07-2025 04:00:00;0;4;Leichter Regenschauer;14;0,8
07-07-2025 05:00:00;6;12;Leichter Regenschauer;14;0,2
07-07-2025 06:00:00;12;35;Leichter Regenschauer;14;0,2
07-07-2025 07:00:00;53;120;Leichter Regenschauer;14;0,3
07-07-2025 08:00:00;109;209;Leichter Nebel;15;0
07-07-2025 09:00:00;35;99;Leichter Regenfall;16;0,9
07-07-2025 10:00:00;28;86;Leichter Regenschauer;16;1,1
07-07-2025 11:00:00;54;87;Nieselregen;16;0,6
07-07-2025 12:00:00;42;84;Leichter Regenschauer;15;0,6
07-07-2025 13:00:00;28;99;Stellenweiser Regenfall;16;0
07-07-2025 14:00:00;24;105;Nieselregen;17;0,3
07-07-2025 15:00:00;47;132;Leichter Regenfall;19;0,8
07-07-2025 16:00:00;75;136;Stellenweiser Regenfall;19;0
07-07-2025 17:00:00;98;161;Stellenweiser Regenfall;19;0,1
07-07-2025 18:00:00;107;178;Stellenweiser Regenfall;18;0
07-07-2025 19:00:00;47;118;Stellenweiser Regenfall;17;0
07-07-2025 20:00:00;30;107;Stellenweiser Regenfall;16;0
07-07-2025 21:00:00;19;76;Stellenweiser Regenfall;15;0,1
07-07-2025 22:00:00;14;55;Stellenweiser Regenfall;14;0
07-07-2025 23:00:00;4;17;Stellenweiser Regenfall;13;0
08-07-2025 00:00:00;2;5;Sonnig;12;0
08-07-2025 01:00:00;0;4;Sonnig;12;0
08-07-2025 02:00:00;0;1;Stellenweiser Regenfall;11;0,1
08-07-2025 03:00:00;0;1;Stellenweiser Regenfall;11;0,1
08-07-2025 04:00:00;4;8;Bewoelkt;11;0
08-07-2025 05:00:00;5;26;Stellenweiser Regenfall;11;0
08-07-2025 06:00:00;27;58;Stellenweiser Regenfall;12;0
08-07-2025 07:00:00;132;192;Bedeckt;12;0
08-07-2025 08:00:00;183;370;Bewoelkt;13;0
08-07-2025 09:00:00;65;179;Stellenweiser Regenfall;13;0
08-07-2025 10:00:00;50;117;Stellenweiser Regenfall;15;0
08-07-2025 11:00:00;31;98;Nieselregen;16;0,2
08-07-2025 12:00:00;48;175;Leichter Regenschauer;17;0,4
08-07-2025 13:00:00;87;148;Stellenweiser Regenfall;18;0,1
08-07-2025 14:00:00;83;170;Leichter Regenschauer;18;0,2
08-07-2025 15:00:00;81;186;Stellenweiser Nieselregen;19;0,4
08-07-2025 16:00:00;131;214;Stellenweiser Regenfall;19;0
08-07-2025 17:00:00;187;250;Sonnig;20;0
08-07-2025 18:00:00;181;246;Leicht bewoelkt;19;0
08-07-2025 19:00:00;84;132;Stellenweiser Regenfall;18;0
08-07-2025 20:00:00;65;144;Stellenweiser Regenfall;17;0,1
08-07-2025 21:00:00;46;94;Stellenweiser Regenfall;16;0
08-07-2025 22:00:00;23;77;Sonnig;15;0
08-07-2025 23:00:00;12;113;Leicht bewoelkt;14;0
09-07-2025 00:00:00;3;21;Bewoelkt;14;0
09-07-2025 01:00:00;2;8;Bewoelkt;13;0
09-07-2025 02:00:00;1;4;Leicht bewoelkt;13;0
09-07-2025 03:00:00;1;3;Leicht bewoelkt;13;0
09-07-2025 04:00:00;2;6;Bewoelkt;13;0
09-07-2025 05:00:00;7;18;Leicht bewoelkt;13;0
09-07-2025 06:00:00;37;54;Stellenweiser Regenfall;14;0
09-07-2025 07:00:00;142;190;Bewoelkt;15;0
09-07-2025 08:00:00;229;304;Stellenweiser Regenfall;16;0
09-07-2025 09:00:00;84;200;Stellenweiser Regenfall;18;0
09-07-2025 10:00:00;47;98;Stellenweiser Regenfall;19;0
09-07-2025 11:00:00;81;115;Stellenweiser Regenfall;21;0
09-07-2025 12:00:00;79;155;Bedeckt;21;0
09-07-2025 13:00:00;109;189;Bewoelkt;22;0
09-07-2025 14:00:00;107;134;Bewoelkt;22;0
09-07-2025 15:00:00;117;220;Bedeckt;22;0
09-07-2025 16:00:00;164;248;Bewoelkt;22;0
09-07-2025 17:00:00;221;347;Leicht bewoelkt;22;0
09-07-2025 18:00:00;187;300;Leicht bewoelkt;22;0
09-07-2025 19:00:00;113;204;Leicht bewoelkt;21;0
09-07-2025 20:00:00;70;188;Leicht bewoelkt;20;0
09-07-2025 21:00:00;62;157;Leicht bewoelkt;19;0
09-07-2025 22:00:00;38;105;Sonnig;18;0
09-07-2025 23:00:00;18;42;Sonnig;16;0
10-07-2025 00:00:00;3;29;Sonnig;15;0
10-07-2025 01:00:00;0;11;Sonnig;15;0
10-07-2025 02:00:00;1;1;Leicht bewoelkt;14;0
10-07-2025 03:00:00;1;1;Leicht bewoelkt;14;0
10-07-2025 04:00:00;4;6;Leicht bewoelkt;13;0
10-07-2025 05:00:00;5;16;Leicht bewoelkt;14;0
10-07-2025 06:00:00;38;64;Leicht bewoelkt;15;0
10-07-2025 07:00:00;164;196;Leicht bewoelkt;16;0
10-07-2025 08:00:00;222;303;Leicht bewoelkt;18;0
10-07-2025 09:00:00;110;165;Leicht bewoelkt;19;0
10-07-2025 10:00:00;76;113;Bewoelkt;20;0
10-07-2025 11:00:00;85;149;Sonnig;22;0
10-07-2025 12:00:00;88;188;Leicht bewoelkt;23;0
10-07-2025 13:00:00;92;217;Leicht bewoelkt;24;0
10-07-2025 14:00:00;109;257;Leicht bewoelkt;24;0
10-07-2025 15:00:00;153;281;Bedeckt;25;0
10-07-2025 16:00:00;170;273;Bewoelkt;24;0
10-07-2025 17:00:00;195;344;Bewoelkt;24;0
10-07-2025 18:00:00;221;343;Leicht bewoelkt;24;0
10-07-2025 19:00:00;118;254;Sonnig;23;0
10-07-2025 20:00:00;74;206;Leicht bewoelkt;21;0
10-07-2025 21:00:00;69;188;Sonnig;20;0
10-07-2025 22:00:00;36;204;Sonnig;19;0
10-07-2025 23:00:00;20;75;Leicht bewoelkt;18;0
11-07-2025 00:00:00;12;40;Leicht bewoelkt;17;0
11-07-2025 01:00:00;3;22;Leicht bewoelkt;16;0
11-07-2025 02:00:00;1;11;Leicht bewoelkt;15;0
11-07-2025 03:00:00;3;4;Leicht bewoelkt;15;0
11-07-2025 04:00:00;1;4;Leicht bewoelkt;14;0
11-07-2025 05:00:00;10;18;Leicht bewoelkt;15;0
11-07-2025 06:00:00;31;34;Leicht bewoelkt;15;0
11-07-2025 07:00:00;124;133;Leicht bewoelkt;17;0
11-07-2025 08:00:00;115;161;Bewoelkt;18;0
11-07-2025 09:00:00;76;109;Stellenweiser Regenfall;18;0
11-07-2025 10:00:00;56;128;Stellenweiser Regenfall;18;0
11-07-2025 11:00:00;60;136;Bedeckt;19;0
11-07-2025 12:00:00;85;154;Bedeckt;20;0
11-07-2025 13:00:00;65;151;Bedeckt;21;0
11-07-2025 14:00:00;108;179;Sonnig;23;0
11-07-2025 15:00:00;99;200;Sonnig;24;0
11-07-2025 16:00:00;127;211;Leicht bewoelkt;25;0
11-07-2025 17:00:00;133;208;Leicht bewoelkt;25;0
11-07-2025 18:00:00;140;200;Leicht bewoelkt;24;0
11-07-2025 19:00:00;108;172;Bewoelkt;23;0
11-07-2025 20:00:00;64;153;Leicht bewoelkt;22;0
11-07-2025 21:00:00;50;100;Leicht bewoelkt;21;0
11-07-2025 22:00:00;22;111;Sonnig;20;0
11-07-2025 23:00:00;20;82;Sonnig;18;0
12-07-2025 00:00:00;16;50;Sonnig;17;0
12-07-2025 01:00:00;6;23;Sonnig;16;0
12-07-2025 02:00:00;4;13;Sonnig;16;0
12-07-2025 03:00:00;3;8;Sonnig;15;0
12-07-2025 04:00:00;2;7;Leicht bewoelkt;15;0
12-07-2025 05:00:00;1;7;Sonnig;16;0
12-07-2025 06:00:00;7;10;Leicht bewoelkt;16;0
12-07-2025 07:00:00;15;20;Leicht bewoelkt;18;0
12-07-2025 08:00:00;13;43;Leicht bewoelkt;19;0
12-07-2025 09:00:00;47;85;Sonnig;20;0
12-07-2025 10:00:00;62;116;Sonnig;22;0
12-07-2025 11:00:00;98;128;Leicht bewoelkt;24;0
12-07-2025 12:00:00;101;156;Sonnig;25;0
12-07-2025 13:00:00;112;199;Bewoelkt;25;0
12-07-2025 14:00:00;143;265;Leicht bewoelkt;25;0
12-07-2025 15:00:00;104;226;Stellenweiser Regenfall;24;0
12-07-2025 16:00:00;104;232;Leicht bewoelkt;24;0
12-07-2025 17:00:00;108;197;Bewoelkt;23;0
12-07-2025 18:00:00;101;186;Bewoelkt;23;0
12-07-2025 19:00:00;85;185;Bewoelkt;22;0
12-07-2025 20:00:00;43;128;Leicht bewoelkt;20;0
12-07-2025 21:00:00;71;136;Leicht bewoelkt;19;0
12-07-2025 22:00:00;50;133;Bewoelkt;19;0
12-07-2025 23:00:00;40;113;Bewoelkt;18;0
13-07-2025 00:00:00;32;60;Leicht bewoelkt;18;0
13-07-2025 01:00:00;20;25;Leicht bewoelkt;18;0
13-07-2025 02:00:00;4;21;Leicht bewoelkt;17;0
13-07-2025 03:00:00;2;18;Leicht bewoelkt;17;0
13-07-2025 04:00:00;6;4;Leicht bewoelkt;17;0
13-07-2025 05:00:00;2;19;Leicht bewoelkt;17;0
13-07-2025 06:00:00;2;11;Bewoelkt;18;0
13-07-2025 07:00:00;6;10;Bedeckt;18;0
13-07-2025 08:00:00;11;23;Bedeckt;19;0
13-07-2025 09:00:00;27;48;Bewoelkt;20;0
13-07-2025 10:00:00;43;79;Stellenweiser Regenfall;22;0
13-07-2025 11:00:00;60;109;Stellenweiser Regenfall;23;0
13-07-2025 12:00:00;106;176;Leichter Regenschauer;24;0,2
13-07-2025 13:00:00;113;189;Leichter Regenschauer;23;0,3
13-07-2025 14:00:00;163;229;Leicht bewoelkt;24;0
13-07-2025 15:00:00;141;245;Bewoelkt;25;0
13-07-2025 16:00:00;112;237;Leicht bewoelkt;25;0
13-07-2025 17:00:00;111;225;Leicht bewoelkt;25;0
13-07-2025 18:00:00;92;210;Leicht bewoelkt;24;0
13-07-2025 19:00:00;67;142;Leicht bewoelkt;23;0
13-07-2025 20:00:00;50;141;Leicht bewoelkt;23;0
13-07-2025 21:00:00;33;90;Sonnig;22;0
13-07-2025 22:00:00;16;52;Sonnig;21;0
13-07-2025 23:00:00;8;34;Sonnig;20;0
14-07-2025 00:00:00;7;5;Sonnig;19;0
14-07-2025 01:00:00;3;9;Sonnig;18;0
14-07-2025 02:00:00;0;3;Sonnig;18;0
14-07-2025 03:00:00;2;2;Sonnig;18;0
14-07-2025 04:00:00;0;14;Sonnig;17;0
14-07-2025 05:00:00;12;26;Sonnig;18;0
14-07-2025 06:00:00;43;67;Sonnig;18;0
14-07-2025 07:00:00;103;161;Leicht bewoelkt;20;0
14-07-2025 08:00:00;185;210;Leicht bewoelkt;21;0
14-07-2025 09:00:00;89;135;Leicht bewoelkt;22;0
14-07-2025 10:00:00;78;103;Leicht bewoelkt;24;0
14-07-2025 11:00:00;53;101;Leicht bewoelkt;25;0
14-07-2025 12:00:00;86;114;Bedeckt;26;0
14-07-2025 13:00:00;66;141;Leicht bewoelkt;27;0
14-07-2025 14:00:00;72;154;Leicht bewoelkt;28;0
14-07-2025 15:00:00;93;213;Stellenweiser leichter Regenfall;27;1,4
14-07-2025 16:00:00;108;221;Stellenweiser Regenfall;26;0
14-07-2025 17:00:00;140;278;Stellenweiser leichter Regenfall;27;0,8
14-07-2025 18:00:00;133;237;Leicht bewoelkt;26;0
14-07-2025 19:00:00;66;149;Sonnig;25;0
14-07-2025 20:00:00;60;149;Leicht bewoelkt;24;0
14-07-2025 21:00:00;33;122;Stellenweiser Regenfall;23;0,3
14-07-2025 22:00:00;20;67;Sonnig;22;0
14-07-2025 23:00:00;10;24;Sonnig;21;0
15-07-2025 00:00:00;7;24;Sonnig;20;0
15-07-2025 01:00:00;3;8;Sonnig;19;0
15-07-2025 02:00:00;5;3;Leicht bewoelkt;19;0
15-07-2025 03:00:00;0;8;Stellenweiser Regenfall;18;0
15-07-2025 04:00:00;2;7;Leicht bewoelkt;18;0
15-07-2025 05:00:00;8;18;Bewoelkt;18;0
15-07-2025 06:00:00;31;51;Leicht bewoelkt;18;0
15-07-2025 07:00:00;88;118;Bewoelkt;18;0
15-07-2025 08:00:00;174;268;Leicht bewoelkt;18;0
15-07-2025 09:00:00;93;156;Leicht bewoelkt;20;0
15-07-2025 10:00:00;63;120;Sonnig;21;0
15-07-2025 11:00:00;40;129;Leicht bewoelkt;23;0
15-07-2025 12:00:00;87;139;Sonnig;24;0
15-07-2025 13:00:00;88;168;Sonnig;25;0
15-07-2025 14:00:00;84;172;Sonnig;26;0
15-07-2025 15:00:00;105;174;Leicht bewoelkt;26;0
15-07-2025 16:00:00;129;233;Leicht bewoelkt;26;0
15-07-2025 17:00:00;164;297;Leicht bewoelkt;25;0
