Zeit;KOE Steinstraße IN;KOE Steinstraße OUT;Symbol Wetter;Temperatur ( °C);Regen (mm)
20-01-2025 10:00:00;36;29;Sonnig;1;0
20-01-2025 11:00:00;24;41;Leicht bewoelkt;1;0
20-01-2025 12:00:00;32;39;Stellenweiser Regenfall;2;0
20-01-2025 13:00:00;36;37;Sonnig;2;0
20-01-2025 14:00:00;30;34;Leicht bewoelkt;3;0
20-01-2025 15:00:00;24;41;Sonnig;3;0
20-01-2025 16:00:00;43;50;Leicht bewoelkt;2;0
20-01-2025 17:00:00;57;61;Bedeckt;2;0
20-01-2025 18:00:00;42;68;Bedeckt;2;0
20-01-2025 19:00:00;29;36;Bedeckt;2;0
20-01-2025 20:00:00;25;25;Bedeckt;1;0
20-01-2025 21:00:00;14;14;Bedeckt;1;0
20-01-2025 22:00:00;4;9;Bedeckt;1;0
20-01-2025 23:00:00;3;3;Leicht bewoelkt;0;0
21-01-2025 00:00:00;4;1;Sonnig;0;0
21-01-2025 01:00:00;0;2;Sonnig;0;0
21-01-2025 02:00:00;0;0;Sonnig;0;0
21-01-2025 03:00:00;2;1;Sonnig;0;0
21-01-2025 04:00:00;1;0;Sonnig;0;0
21-01-2025 05:00:00;3;2;Leicht bewoelkt;0;0
21-01-2025 06:00:00;8;4;Leicht bewoelkt;0;0
21-01-2025 07:00:00;32;22;Sonnig;0;0
21-01-2025 08:00:00;84;39;Sonnig;0;0
21-01-2025 09:00:00;58;31;Sonnig;1;0
21-01-2025 10:00:00;27;37;Sonnig;1;0
21-01-2025 11:00:00;39;24;Sonnig;2;0
21-01-2025 12:00:00;35;32;Sonnig;3;0
21-01-2025 13:00:00;41;58;Sonnig;4;0
21-01-2025 14:00:00;50;51;Sonnig;4;0
21-01-2025 15:00:00;43;45;Sonnig;4;0
21-01-2025 16:00:00;52;55;Sonnig;3;0
21-01-2025 17:00:00;56;65;Sonnig;3;0
21-01-2025 18:00:00;49;70;Sonnig;3;0
21-01-2025 19:00:00;35;45;Sonnig;2;0
21-01-2025 20:00:00;23;29;Sonnig;2;0
21-01-2025 21:00:00;24;13;Sonnig;2;0
21-01-2025 22:00:00;10;6;Sonnig;2;0
21-01-2025 23:00:00;3;2;Sonnig;1;0
22-01-2025 00:00:00;4;0;Sonnig;1;0
22-01-2025 01:00:00;0;5;Sonnig;1;0
22-01-2025 02:00:00;0;0;Sonnig;1;0
22-01-2025 03:00:00;1;0;Sonnig;1;0
22-01-2025 04:00:00;0;0;Sonnig;1;0
22-01-2025 05:00:00;2;1;Sonnig;2;0
22-01-2025 06:00:00;9;11;Sonnig;2;0
22-01-2025 07:00:00;31;25;Leicht bewoelkt;2;0
22-01-2025 08:00:00;85;43;Bedeckt;2;0
22-01-2025 09:00:00;46;41;Bedeckt;3;0
22-01-2025 10:00:00;46;31;Bedeckt;4;0
22-01-2025 11:00:00;31;32;Leicht bewoelkt;5;0
22-01-2025 12:00:00;42;44;Bedeckt;6;0
22-01-2025 13:00:00;47;54;Bewoelkt;6;0
22-01-2025 14:00:00;38;52;Stellenweiser Regenfall;6;0
22-01-2025 15:00:00;34;34;Stellenweiser Regenfall;6;0
22-01-2025 16:00:00;52;42;Bedeckt;6;0
22-01-2025 17:00:00;41;52;Bedeckt;6;0
22-01-2025 18:00:00;50;55;Bedeckt;6;0
22-01-2025 19:00:00;36;33;Bedeckt;6;0
22-01-2025 20:00:00;13;28;Bewoelkt;6;0
22-01-2025 21:00:00;16;11;Nieselregen;6;0,3
22-01-2025 22:00:00;16;9;Nieselregen;5;0,3
22-01-2025 23:00:00;2;4;Leichter Regenfall;5;1,7
23-01-2025 00:00:00;3;0;Maeßiger Regenfall;5;2,9
23-01-2025 01:00:00;0;4;Leichter Regenfall;5;1,9
23-01-2025 02:00:00;0;0;Leichter Regenfall;5;0,9
23-01-2025 03:00:00;1;1;Nieselregen;5;0,4
23-01-2025 04:00:00;0;0;Stellenweiser Regenfall;4;0,1
23-01-2025 05:00:00;0;2;Stellenweiser Regenfall;5;0
23-01-2025 06:00:00;8;6;Stellenweiser Regenfall;5;0
23-01-2025 07:00:00;34;19;Stellenweiser Regenfall;4;0,1
23-01-2025 08:00:00;69;40;Stellenweiser Regenfall;4;0
23-01-2025 09:00:00;51;40;Stellenweiser Regenfall;4;0
23-01-2025 10:00:00;32;28;Bedeckt;4;0
23-01-2025 11:00:00;36;30;Bewoelkt;5;0
23-01-2025 12:00:00;45;47;Bewoelkt;6;0
23-01-2025 13:00:00;41;53;Bewoelkt;6;0
23-01-2025 14:00:00;38;43;Sonnig;7;0
23-01-2025 15:00:00;57;43;Leicht bewoelkt;7;0
23-01-2025 16:00:00;37;55;Leicht bewoelkt;6;0
23-01-2025 17:00:00;52;64;Bedeckt;6;0
23-01-2025 18:00:00;54;64;Bedeckt;6;0
23-01-2025 19:00:00;33;46;Stellenweiser Regenfall;5;0
23-01-2025 20:00:00;11;14;Leichter Regenfall;5;2,4
23-01-2025 21:00:00;15;23;Nieselregen;5;0,2
23-01-2025 22:00:00;15;5;Stellenweiser Regenfall;6;0
23-01-2025 23:00:00;7;5;Leicht bewoelkt;6;0
24-01-2025 00:00:00;7;1;Stellenweiser Regenfall;6;0
24-01-2025 01:00:00;2;2;Stellenweiser Regenfall;6;0
24-01-2025 02:00:00;0;1;Stellenweiser Regenfall;6;0
24-01-2025 03:00:00;0;1;Bedeckt;6;0
24-01-2025 04:00:00;0;0;Leicht bewoelkt;5;0
24-01-2025 05:00:00;1;2;Leicht bewoelkt;5;0
24-01-2025 06:00:00;6;7;Bedeckt;5;0
24-01-2025 07:00:00;28;15;Bedeckt;6;0
24-01-2025 08:00:00;62;26;Bedeckt;7;0
24-01-2025 09:00:00;46;23;Bewoelkt;7;0
24-01-2025 10:00:00;40;34;Leicht bewoelkt;8;0
24-01-2025 11:00:00;29;30;Stellenweiser Regenfall;8;0
24-01-2025 12:00:00;35;39;Stellenweiser Regenfall;9;0,1
24-01-2025 13:00:00;24;39;Nieselregen;9;0,2
24-01-2025 14:00:00;29;23;Nieselregen;9;0,2
24-01-2025 15:00:00;20;20;Stellenweiser Regenfall;9;0
24-01-2025 16:00:00;25;28;Nieselregen;9;0,3
24-01-2025 17:00:00;19;38;Nieselregen;9;0,2
24-01-2025 18:00:00;20;27;Leichter Regenfall;9;0,9
24-01-2025 19:00:00;14;22;Nieselregen;9;0,4
24-01-2025 20:00:00;14;8;Stellenweiser Regenfall;9;0
24-01-2025 21:00:00;7;8;Stellenweiser Regenfall;9;0,1
24-01-2025 22:00:00;3;6;Nieselregen;8;0,2
24-01-2025 23:00:00;5;1;Nieselregen;8;0,4
25-01-2025 00:00:00;2;1;Leichter Regenfall;7;1
25-01-2025 01:00:00;0;0;Nieselregen;7;0,7
25-01-2025 02:00:00;0;0;Nieselregen;8;0,7
25-01-2025 03:00:00;0;0;Nieselregen;8;0,4
25-01-2025 04:00:00;0;0;Nieselregen;8;0,6
25-01-2025 05:00:00;0;0;Nieselregen;9;0,4
25-01-2025 06:00:00;0;1;Stellenweiser Regenfall;9;0,1
25-01-2025 07:00:00;6;0;Stellenweiser Regenfall;10;0
25-01-2025 08:00:00;6;5;Nieselregen;10;0,2
25-01-2025 09:00:00;16;17;Stellenweiser Regenfall;11;0
25-01-2025 10:00:00;19;22;Bedeckt;11;0
25-01-2025 11:00:00;19;18;Bedeckt;11;0
25-01-2025 12:00:00;17;18;Stellenweiser Regenfall;10;0,1
25-01-2025 13:00:00;24;24;Stellenweiser Regenfall;9;0
25-01-2025 14:00:00;20;38;Stellenweiser Regenfall;8;0
25-01-2025 15:00:00;35;35;Stellenweiser Regenfall;7;0
25-01-2025 16:00:00;22;41;Bedeckt;7;0
25-01-2025 17:00:00;25;21;Bedeckt;7;0
25-01-2025 18:00:00;19;29;Nieselregen;7;0,2
25-01-2025 19:00:00;19;20;Bedeckt;7;0
25-01-2025 20:00:00;6;5;Bedeckt;7;0
25-01-2025 21:00:00;8;4;Stellenweiser Regenfall;6;0,1
25-01-2025 22:00:00;8;8;Stellenweiser Regenfall;6;0,1
25-01-2025 23:00:00;9;2;Bewoelkt;6;0
26-01-2025 00:00:00;3;3;Bedeckt;5;0
26-01-2025 01:00:00;3;1;Bedeckt;5;0
26-01-2025 02:00:00;2;1;Bedeckt;5;0
26-01-2025 03:00:00;1;0;Bedeckt;5;0
26-01-2025 04:00:00;1;0;Bedeckt;5;0
26-01-2025 05:00:00;0;0;Stellenweiser Regenfall;5;0
26-01-2025 06:00:00;0;1;Nieselregen;5;0,6
26-01-2025 07:00:00;1;4;Nieselregen;4;0,5
26-01-2025 08:00:00;0;0;Stellenweiser Regenfall;4;0,1
26-01-2025 09:00:00;3;8;Stellenweiser Regenfall;4;0
26-01-2025 10:00:00;10;5;Stellenweiser Regenfall;4;0
26-01-2025 11:00:00;6;13;Stellenweiser Regenfall;4;0
26-01-2025 12:00:00;18;13;Stellenweiser Regenfall;4;0
26-01-2025 13:00:00;16;14;Stellenweiser Regenfall;5;0
26-01-2025 14:00:00;25;29;Stellenweiser Regenfall;5;0
26-01-2025 15:00:00;27;25;Leicht bewoelkt;5;0
26-01-2025 16:00:00;17;32;Leicht bewoelkt;5;0
26-01-2025 17:00:00;26;10;Sonnig;5;0
26-01-2025 18:00:00;19;19;Bedeckt;5;0
26-01-2025 19:00:00;11;7;Leicht bewoelkt;5;0
26-01-2025 20:00:00;3;12;Stellenweiser Nieselregen;5;0,2
26-01-2025 21:00:00;3;7;Nieselregen;5;0,2
26-01-2025 22:00:00;0;6;Leichter Regenfall;6;0,8
26-01-2025 23:00:00;3;1;Bedeckt;6;0
27-01-2025 00:00:00;1;0;Stellenweiser Regenfall;6;0
27-01-2025 01:00:00;0;1;Bedeckt;7;0
27-01-2025 02:00:00;0;0;Bedeckt;7;0
27-01-2025 03:00:00;0;0;Leichter Regenfall;7;0,8
27-01-2025 04:00:00;0;0;Leichter Regenfall;8;0,8
27-01-2025 05:00:00;0;3;Leichter Regenfall;8;1,1
27-01-2025 06:00:00;12;9;Leichter Regenfall;8;1,4
27-01-2025 07:00:00;35;15;Leichter Regenfall;8;1,3
27-01-2025 08:00:00;79;30;Stellenweiser Regenfall;9;0,1
27-01-2025 09:00:00;53;29;Stellenweiser Regenfall;9;0,1
27-01-2025 10:00:00;27;27;Stellenweiser Regenfall;10;0
27-01-2025 11:00:00;45;61;Leichter Regenschauer;11;0,3
27-01-2025 12:00:00;45;36;Leichter Regenschauer;11;0,4
27-01-2025 13:00:00;47;59;Stellenweiser Regenfall;11;0,1
27-01-2025 14:00:00;35;51;Sonnig;10;0
27-01-2025 15:00:00;64;54;Sonnig;10;0
27-01-2025 16:00:00;57;46;Sonnig;9;0
27-01-2025 17:00:00;54;47;Sonnig;9;0
27-01-2025 18:00:00;37;51;Sonnig;8;0
27-01-2025 19:00:00;26;37;Sonnig;8;0
27-01-2025 20:00:00;15;27;Leicht bewoelkt;8;0
27-01-2025 21:00:00;11;23;Stellenweiser Regenfall;8;0
27-01-2025 22:00:00;21;7;Sonnig;8;0
27-01-2025 23:00:00;0;1;Stellenweiser Regenfall;8;0
28-01-2025 00:00:00;0;1;Stellenweiser Regenfall;7;0
28-01-2025 01:00:00;0;5;Stellenweiser Regenfall;7;0
28-01-2025 02:00:00;0;0;Stellenweiser Regenfall;7;0
28-01-2025 03:00:00;1;0;Stellenweiser Regenfall;7;0,1
28-01-2025 04:00:00;0;0;Leichter Regenschauer;7;0,2
28-01-2025 05:00:00;0;4;Leicht bewoelkt;7;0
28-01-2025 06:00:00;13;8;Sonnig;7;0
28-01-2025 07:00:00;44;24;Leicht bewoelkt;7;0
28-01-2025 08:00:00;74;54;Sonnig;7;0
28-01-2025 09:00:00;51;39;Sonnig;7;0
28-01-2025 10:00:00;43;30;Bedeckt;7;0
28-01-2025 11:00:00;43;41;Leicht bewoelkt;8;0
28-01-2025 12:00:00;45;46;Leicht bewoelkt;8;0
28-01-2025 13:00:00;56;55;Bewoelkt;8;0
28-01-2025 14:00:00;37;56;Bedeckt;8;0
28-01-2025 15:00:00;61;40;Bedeckt;8;0
28-01-2025 16:00:00;48;52;Bedeckt;7;0
28-01-2025 17:00:00;61;49;Bedeckt;7;0
28-01-2025 18:00:00;69;53;Bedeckt;7;0
28-01-2025 19:00:00;34;64;Bedeckt;7;0
28-01-2025 20:00:00;20;31;Bedeckt;7;0
28-01-2025 21:00:00;10;19;Stellenweiser Regenfall;7;0,1
28-01-2025 22:00:00;9;6;Stellenweiser Regenfall;7;0
28-01-2025 23:00:00;2;2;Nieselregen;7;0,2
29-01-2025 00:00:00;3;0;Stellenweiser Regenfall;7;0
29-01-2025 01:00:00;1;1;Stellenweiser Regenfall;7;0,1
29-01-2025 02:00:00;0;0;Nieselregen;7;0,2
29-01-2025 03:00:00;0;2;Nieselregen;7;0,2
29-01-2025 04:00:00;0;0;Leichter Regenschauer;7;0,2
29-01-2025 05:00:00;1;3;Stellenweiser Regenfall;7;0,1
29-01-2025 06:00:00;11;8;Stellenweiser Regenfall;7;0,1
29-01-2025 07:00:00;28;18;Leichter Regenschauer;7;0,3
29-01-2025 08:00:00;77;48;Stellenweiser Regenfall;6;0,1
29-01-2025 09:00:00;66;30;Stellenweiser Regenfall;6;0
29-01-2025 10:00:00;41;46;Stellenweiser Regenfall;6;0,1
29-01-2025 11:00:00;42;32;Stellenweiser Regenfall;7;0
29-01-2025 12:00:00;33;49;Stellenweiser Regenfall;7;0
29-01-2025 13:00:00;43;53;Stellenweiser Regenfall;7;0
29-01-2025 14:00:00;42;35;Stellenweiser Regenfall;8;0,1
29-01-2025 15:00:00;38;43;Stellenweiser Regenfall;8;0,2
29-01-2025 16:00:00;53;43;Stellenweiser Regenfall;7;0
29-01-2025 17:00:00;49;66;Stellenweiser Regenfall;7;0,1
29-01-2025 18:00:00;53;58;Stellenweiser Regenfall;7;0,1
29-01-2025 19:00:00;46;64;Stellenweiser Regenfall;7;0,1
29-01-2025 20:00:00;18;30;Stellenweiser Regenfall;6;0
29-01-2025 21:00:00;12;24;Sonnig;6;0
29-01-2025 22:00:00;22;9;Sonnig;5;0
29-01-2025 23:00:00;5;1;Sonnig;6;0
30-01-2025 00:00:00;2;0;Leichter Regenfall;6;0,9
30-01-2025 01:00:00;3;3;Leichter Regenfall;6;0,8
30-01-2025 02:00:00;0;0;Nieselregen;7;0,2
30-01-2025 03:00:00;0;0;Nieselregen;7;0,2
30-01-2025 04:00:00;2;0;Stellenweiser Regenfall;7;0,1
30-01-2025 05:00:00;1;1;Nieselregen;7;0,4
30-01-2025 06:00:00;10;3;Nieselregen;7;0,2
30-01-2025 07:00:00;24;14;Nieselregen;7;0,3
30-01-2025 08:00:00;50;36;Nieselregen;7;0,7
30-01-2025 09:00:00;34;18;Nieselregen;7;0,3
30-01-2025 10:00:00;23;22;Nieselregen;6;0,6
30-01-2025 11:00:00;19;23;Nieselregen;6;0,4
30-01-2025 12:00:00;36;40;Leichter Regenfall;6;0,8
30-01-2025 13:00:00;25;20;Nieselregen;6;0,4
30-01-2025 14:00:00;18;24;Leichter Regenfall;6;1,6
30-01-2025 15:00:00;20;17;Leichter Regenfall;6;0,9
30-01-2025 16:00:00;28;31;Leichter Regenfall;5;1,4
30-01-2025 17:00:00;26;25;Nieselregen;5;0,2
30-01-2025 18:00:00;34;29;Stellenweiser Regenfall;5;0,1
30-01-2025 19:00:00;23;43;Stellenweiser Regenfall;5;0,1
30-01-2025 20:00:00;16;17;Sonnig;5;0
30-01-2025 21:00:00;12;15;Sonnig;4;0
30-01-2025 22:00:00;4;13;Stellenweiser Regenfall;4;0
30-01-2025 23:00:00;5;4;Stellenweiser Regenfall;3;0
31-01-2025 00:00:00;2;0;Stellenweiser Regenfall;3;0
31-01-2025 01:00:00;2;1;Sonnig;3;0
31-01-2025 02:00:00;1;1;Leicht bewoelkt;2;0
31-01-2025 03:00:00;3;0;Leicht bewoelkt;2;0
31-01-2025 04:00:00;0;0;Stellenweiser Regenfall;2;0
31-01-2025 05:00:00;0;2;Leicht bewoelkt;2;0
31-01-2025 06:00:00;9;7;Leicht bewoelkt;1;0
31-01-2025 07:00:00;32;16;Leicht bewoelkt;1;0
31-01-2025 08:00:00;57;33;Leicht bewoelkt;1;0
31-01-2025 09:00:00;50;22;Leicht bewoelkt;2;0
31-01-2025 10:00:00;43;47;Bewoelkt;3;0
31-01-2025 11:00:00;48;54;Bewoelkt;4;0
31-01-2025 12:00:00;49;48;Leicht bewoelkt;4;0
31-01-2025 13:00:00;41;58;Leicht bewoelkt;5;0
31-01-2025 14:00:00;55;59;Bewoelkt;5;0
31-01-2025 15:00:00;54;63;Bewoelkt;6;0
31-01-2025 16:00:00;59;50;Leicht bewoelkt;5;0
31-01-2025 17:00:00;49;71;Sonnig;5;0
31-01-2025 18:00:00;40;48;Sonnig;4;0
31-01-2025 19:00:00;33;42;Sonnig;4;0
31-01-2025 20:00:00;12;22;Sonnig;3;0
31-01-2025 21:00:00;21;9;Sonnig;3;0
31-01-2025 22:00:00;16;11;Sonnig;3;0
31-01-2025 23:00:00;6;8;Sonnig;2;0
01-02-2025 00:00:00;9;8;Sonnig;2;0
01-02-2025 01:00:00;6;2;Sonnig;2;0
01-02-2025 02:00:00;0;3;Sonnig;2;0
01-02-2025 03:00:00;1;1;Sonnig;2;0
01-02-2025 04:00:00;0;0;Sonnig;1;0
01-02-2025 05:00:00;3;0;Sonnig;1;0
01-02-2025 06:00:00;1;1;Sonnig;1;0
01-02-2025 07:00:00;6;2;Sonnig;1;0
01-02-2025 08:00:00;10;6;Sonnig;1;0
01-02-2025 09:00:00;25;22;Sonnig;2;0
01-02-2025 10:00:00;43;34;Sonnig;3;0
01-02-2025 11:00:00;21;61;Sonnig;4;0
01-02-2025 12:00:00;37;63;Sonnig;5;0
01-02-2025 13:00:00;41;39;Sonnig;5;0
01-02-2025 14:00:00;15;48;Sonnig;6;0
01-02-2025 15:00:00;41;52;Sonnig;6;0
01-02-2025 16:00:00;33;39;Sonnig;5;0
01-02-2025 17:00:00;50;47;Sonnig;5;0
01-02-2025 18:00:00;35;16;Sonnig;4;0
01-02-2025 19:00:00;21;25;Sonnig;3;0
01-02-2025 20:00:00;15;10;Sonnig;3;0
01-02-2025 21:00:00;5;4;Sonnig;2;0
01-02-2025 22:00:00;14;11;Sonnig;2;0
01-02-2025 23:00:00;6;2;Sonnig;2;0
02-02-2025 00:00:00;3;5;Sonnig;1;0
02-02-2025 01:00:00;0;3;Sonnig;1;0
02-02-2025 02:00:00;4;2;Sonnig;1;0
02-02-2025 03:00:00;3;0;Sonnig;1;0
02-02-2025 04:00:00;1;0;Sonnig;1;0
02-02-2025 05:00:00;2;1;Sonnig;0;0
02-02-2025 06:00:00;1;0;Sonnig;0;0
02-02-2025 07:00:00;2;0;Sonnig;0;0
02-02-2025 08:00:00;2;3;Sonnig;0;0
02-02-2025 09:00:00;19;6;Sonnig;1;0
02-02-2025 10:00:00;12;15;Sonnig;2;0
02-02-2025 11:00:00;14;18;Sonnig;3;0
02-02-2025 12:00:00;10;17;Sonnig;4;0
02-02-2025 13:00:00;17;18;Bedeckt;5;0
02-02-2025 14:00:00;33;31;Bewoelkt;5;0
02-02-2025 15:00:00;38;24;Leicht bewoelkt;5;0
02-02-2025 16:00:00;30;42;Sonnig;5;0
02-02-2025 17:00:00;26;19;Sonnig;4;0
02-02-2025 18:00:00;19;13;Leicht bewoelkt;3;0
02-02-2025 19:00:00;17;19;Sonnig;3;0
02-02-2025 20:00:00;5;4;Sonnig;3;0
02-02-2025 21:00:00;4;6;Sonnig;2;0
02-02-2025 22:00:00;6;4;Sonnig;2;0
02-02-2025 23:00:00;1;0;Sonnig;2;0
03-02-2025 00:00:00;6;0;Sonnig;2;0
03-02-2025 01:00:00;0;3;Leicht bewoelkt;1;0
03-02-2025 02:00:00;0;0;Bewoelkt;1;0
03-02-2025 03:00:00;0;0;Bedeckt;1;0
03-02-2025 04:00:00;4;0;Bedeckt;1;0
03-02-2025 05:00:00;1;4;Sonnig;1;0
03-02-2025 06:00:00;15;8;Sonnig;0;0
03-02-2025 07:00:00;35;11;Sonnig;0;0
03-02-2025 08:00:00;87;40;Sonnig;0;0
03-02-2025 09:00:00;61;38;Sonnig;1;0
03-02-2025 10:00:00;39;50;Sonnig;2;0
03-02-2025 11:00:00;39;38;Sonnig;3;0
03-02-2025 12:00:00;38;44;Bewoelkt;4;0
03-02-2025 13:00:00;43;44;Leicht bewoelkt;5;0
03-02-2025 14:00:00;36;47;Sonnig;6;0
03-02-2025 15:00:00;49;50;Sonnig;6;0
03-02-2025 16:00:00;56;52;Leicht bewoelkt;5;0
03-02-2025 17:00:00;50;54;Leicht bewoelkt;5;0
03-02-2025 18:00:00;42;65;Bewoelkt;4;0
03-02-2025 19:00:00;44;43;Bewoelkt;4;0
03-02-2025 20:00:00;13;31;Bewoelkt;3;0
03-02-2025 21:00:00;8;21;Sonnig;3;0
03-02-2025 22:00:00;10;9;Leicht bewoelkt;3;0
03-02-2025 23:00:00;3;2;Sonnig;2;0
04-02-2025 00:00:00;7;0;Bewoelkt;2;0
04-02-2025 01:00:00;0;1;Bewoelkt;1;0
04-02-2025 02:00:00;1;0;Bedeckt;1;0
04-02-2025 03:00:00;1;0;Leicht bewoelkt;1;0
04-02-2025 04:00:00;2;2;Leicht bewoelkt;1;0
04-02-2025 05:00:00;1;4;Sonnig;1;0
04-02-2025 06:00:00;17;9;Sonnig;1;0
04-02-2025 07:00:00;28;21;Sonnig;0;0
04-02-2025 08:00:00;92;41;Sonnig;1;0
04-02-2025 09:00:00;64;30;Sonnig;1;0
04-02-2025 10:00:00;45;37;Sonnig;3;0
04-02-2025 11:00:00;35;44;Sonnig;4;0
04-02-2025 12:00:00;37;40;Leicht bewoelkt;5;0
04-02-2025 13:00:00;44;48;Leicht bewoelkt;6;0
04-02-2025 14:00:00;38;38;Sonnig;7;0
04-02-2025 15:00:00;56;49;Sonnig;7;0
04-02-2025 16:00:00;37;57;Sonnig;6;0
04-02-2025 17:00:00;52;55;Sonnig;6;0
04-02-2025 18:00:00;49;77;Sonnig;5;0
04-02-2025 19:00:00;38;49;Sonnig;4;0
04-02-2025 20:00:00;16;25;Sonnig;4;0
04-02-2025 21:00:00;11;16;Sonnig;4;0
04-02-2025 22:00:00;9;13;Sonnig;3;0
04-02-2025 23:00:00;4;2;Leicht bewoelkt;3;0
05-02-2025 00:00:00;2;2;Sonnig;2;0
05-02-2025 01:00:00;2;2;Sonnig;2;0
05-02-2025 02:00:00;0;0;Sonnig;2;0
05-02-2025 03:00:00;1;0;Sonnig;2;0
05-02-2025 04:00:00;2;1;Bewoelkt;2;0
05-02-2025 05:00:00;2;3;Stellenweiser Regenfall;2;0
05-02-2025 06:00:00;8;7;Nieselregen;2;0,2
05-02-2025 07:00:00;27;17;Stellenweiser Regenfall;3;0,1
05-02-2025 08:00:00;83;46;Stellenweiser Regenfall;3;0
05-02-2025 09:00:00;52;36;Bedeckt;3;0
05-02-2025 10:00:00;32;32;Bewoelkt;4;0
05-02-2025 11:00:00;19;22;Leicht bewoelkt;5;0
05-02-2025 12:00:00;35;33;Leicht bewoelkt;6;0
05-02-2025 13:00:00;35;43;Sonnig;7;0
05-02-2025 14:00:00;26;39;Leicht bewoelkt;7;0
05-02-2025 15:00:00;37;46;Bewoelkt;7;0
05-02-2025 16:00:00;50;47;Bedeckt;7;0
05-02-2025 17:00:00;49;67;Bedeckt;6;0
05-02-2025 18:00:00;48;64;Bewoelkt;6;0
05-02-2025 19:00:00;43;40;Leicht bewoelkt;5;0
05-02-2025 20:00:00;27;25;Leicht bewoelkt;5;0
05-02-2025 21:00:00;20;12;Leicht bewoelkt;4;0
05-02-2025 22:00:00;13;9;Leicht bewoelkt;4;0
05-02-2025 23:00:00;6;0;Bewoelkt;4;0
06-02-2025 00:00:00;2;4;Bedeckt;4;0
06-02-2025 01:00:00;1;1;Bedeckt;3;0
06-02-2025 02:00:00;0;0;Bedeckt;3;0
06-02-2025 03:00:00;2;0;Bewoelkt;3;0
06-02-2025 04:00:00;4;0;Bewoelkt;3;0
06-02-2025 05:00:00;2;1;Bewoelkt;3;0
06-02-2025 06:00:00;13;7;Bewoelkt;3;0
06-02-2025 07:00:00;30;19;Leicht bewoelkt;3;0
06-02-2025 08:00:00;89;52;Bewoelkt;3;0
06-02-2025 09:00:00;59;32;Leicht bewoelkt;3;0
06-02-2025 10:00:00;37;34;Leicht bewoelkt;4;0
06-02-2025 11:00:00;37;40;Sonnig;5;0
06-02-2025 12:00:00;43;47;Sonnig;6;0
06-02-2025 13:00:00;39;58;Bewoelkt;6;0
06-02-2025 14:00:00;40;56;Bewoelkt;6;0
06-02-2025 15:00:00;50;43;Bewoelkt;6;0
06-02-2025 16:00:00;37;60;Bewoelkt;5;0
06-02-2025 17:00:00;55;55;Leicht bewoelkt;5;0
06-02-2025 18:00:00;54;65;Sonnig;4;0
06-02-2025 19:00:00;48;54;Sonnig;4;0
06-02-2025 20:00:00;45;27;Sonnig;4;0
06-02-2025 21:00:00;17;33;Sonnig;3;0
06-02-2025 22:00:00;14;11;Sonnig;3;0
06-02-2025 23:00:00;8;2;Sonnig;4;0
07-02-2025 00:00:00;3;0;Bedeckt;4;0
07-02-2025 01:00:00;3;3;Bewoelkt;4;0
07-02-2025 02:00:00;0;0;Bedeckt;4;0
07-02-2025 03:00:00;0;0;Bedeckt;4;0
07-02-2025 04:00:00;1;0;Bedeckt;3;0
07-02-2025 05:00:00;1;3;Bedeckt;3;0
07-02-2025 06:00:00;6;4;Bedeckt;4;0
07-02-2025 07:00:00;28;14;Bedeckt;4;0
07-02-2025 08:00:00;62;37;Bedeckt;4;0
07-02-2025 09:00:00;45;26;Bedeckt;4;0
07-02-2025 10:00:00;49;42;Leicht bewoelkt;4;0
07-02-2025 11:00:00;32;49;Leicht bewoelkt;5;0
07-02-2025 12:00:00;48;52;Leicht bewoelkt;5;0
07-02-2025 13:00:00;52;53;Bewoelkt;6;0
07-02-2025 14:00:00;49;55;Bedeckt;5;0
07-02-2025 15:00:00;38;56;Bedeckt;5;0
07-02-2025 16:00:00;41;61;Bewoelkt;5;0
07-02-2025 17:00:00;43;52;Bedeckt;4;0
07-02-2025 18:00:00;48;53;Bedeckt;4;0
07-02-2025 19:00:00;30;44;Bedeckt;4;0
07-02-2025 20:00:00;18;8;Bedeckt;4;0
07-02-2025 21:00:00;15;13;Bedeckt;4;0
07-02-2025 22:00:00;16;20;Bedeckt;3;0
07-02-2025 23:00:00;6;9;Bedeckt;3;0
08-02-2025 00:00:00;9;3;Bedeckt;3;0
08-02-2025 01:00:00;4;1;Bedeckt;3;0
08-02-2025 02:00:00;1;2;Bedeckt;3;0
08-02-2025 03:00:00;1;2;Bedeckt;3;0
08-02-2025 04:00:00;3;0;Leicht bewoelkt;3;0
08-02-2025 05:00:00;1;1;Sonnig;3;0
08-02-2025 06:00:00;1;0;Leicht bewoelkt;3;0
08-02-2025 07:00:00;1;2;Leicht bewoelkt;3;0
08-02-2025 08:00:00;8;10;Leicht bewoelkt;3;0
08-02-2025 09:00:00;12;10;Leicht bewoelkt;3;0
08-02-2025 10:00:00;40;42;Leicht bewoelkt;4;0
08-02-2025 11:00:00;25;34;Leicht bewoelkt;5;0
08-02-2025 12:00:00;34;49;Leicht bewoelkt;7;0
08-02-2025 13:00:00;33;48;Leicht bewoelkt;8;0
08-02-2025 14:00:00;40;42;Sonnig;8;0
08-02-2025 15:00:00;54;55;Sonnig;8;0
08-02-2025 16:00:00;54;47;Sonnig;8;0
08-02-2025 17:00:00;28;33;Sonnig;7;0
08-02-2025 18:00:00;26;34;Sonnig;7;0
08-02-2025 19:00:00;17;22;Leicht bewoelkt;6;0
