location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-03-20 00:00:00 +0100;Thursday;14528;19;partly-cloudy-day;;7236;7292;13970;558;6940;7030;296;262;6166;4147;2019;8362;3089;5273;measured
Steinstraße, Moers;2025-03-21 00:00:00 +0100;Friday;18541;22;partly-cloudy-day;;9224;9317;17760;781;8789;8971;435;346;8914;5895;3019;9627;3329;6298;measured
Steinstraße, Moers;2025-03-22 00:00:00 +0100;Saturday;19126;18;partly-cloudy-day;;9636;9490;18382;744;9233;9149;403;341;8650;6113;2537;10476;3523;6953;measured
Steinstraße, Moers;2025-03-23 00:00:00 +0100;Sunday;33404;16;rain;;16897;16507;32124;1280;16227;15897;670;610;16327;13562;2765;17077;3335;13742;measured
Steinstraße, Moers;2025-03-24 00:00:00 +0100;Monday;12437;16;rain;;6099;6338;11988;449;5889;6099;210;239;5424;3381;2043;7013;2718;4295;measured
Steinstraße, Moers;2025-03-25 00:00:00 +0100;Tuesday;13479;14;rain;;6724;6755;13014;465;6477;6537;247;218;5883;3860;2023;7596;2864;4732;measured
Steinstraße, Moers;2025-03-26 00:00:00 +0100;Wednesday;11714;10;rain;;5856;5858;11335;379;5656;5679;200;179;5236;3386;1850;6478;2470;4008;measured
Steinstraße, Moers;2025-03-27 00:00:00 +0100;Thursday;14508;16;partly-cloudy-day;;7288;7220;13936;572;6974;6962;314;258;6405;4343;2062;8103;2945;5158;measured
Steinstraße, Moers;2025-03-28 00:00:00 +0100;Friday;18006;16;partly-cloudy-day;;9011;8995;17331;675;8630;8701;381;294;8390;5610;2780;9616;3401;6215;measured
Steinstraße, Moers;2025-03-29 00:00:00 +0100;Saturday;20596;13;rain;;10307;10289;19856;740;9901;9955;406;334;9429;6618;2811;11167;3689;7478;measured
Steinstraße, Moers;2025-03-30 00:00:00 +0100;Sunday;3192;14;rain;;1618;1574;3098;94;1563;1535;55;39;1294;812;482;1898;806;1092;measured
Steinstraße, Moers;2025-03-31 00:00:00 +0200;Monday;13250;13;partly-cloudy-day;;6591;6659;12829;421;6395;6434;196;225;5664;3708;1956;7586;2883;4703;measured
