location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-02-01 00:00:00 +0100;Saturday;22765;6;clear-day;;11311;11454;21978;787;10881;11097;430;357;9849;7180;2669;12916;4131;8785;measured
Steinstraße, Moers;2025-02-02 00:00:00 +0100;Sunday;5249;6;partly-cloudy-day;;2676;2573;5091;158;2587;2504;89;69;2210;1408;802;3039;1268;1771;measured
Steinstraße, Moers;2025-02-03 00:00:00 +0100;Monday;13917;6;partly-cloudy-day;;6899;7018;13475;442;6682;6793;217;225;4819;3141;1678;9098;3758;5340;measured
Steinstraße, Moers;2025-02-04 00:00:00 +0100;Tuesday;12843;3;partly-cloudy-day;;6430;6413;12474;369;6238;6236;192;177;5741;3549;2192;7102;2881;4221;measured
Steinstraße, Moers;2025-02-05 00:00:00 +0100;Wednesday;10764;5;cloudy;;5312;5452;10437;327;5143;5294;169;158;4798;2863;1935;5966;2449;3517;measured
Steinstraße, Moers;2025-02-06 00:00:00 +0100;Thursday;12199;6;rain;;6112;6087;11815;384;5908;5907;204;180;5481;3367;2114;6718;2745;3973;measured
Steinstraße, Moers;2025-02-07 00:00:00 +0100;Friday;14559;5;cloudy;;7195;7364;14122;437;6965;7157;230;207;6501;4044;2457;8058;3151;4907;measured
Steinstraße, Moers;2025-02-08 00:00:00 +0100;Saturday;20910;10;cloudy;;10454;10456;20240;670;10103;10137;351;319;8811;6323;2488;12099;4131;7968;measured
Steinstraße, Moers;2025-02-09 00:00:00 +0100;Sunday;3766;6;partly-cloudy-day;;1832;1934;3661;105;1772;1889;60;45;1466;912;554;2300;920;1380;measured
Steinstraße, Moers;2025-02-10 00:00:00 +0100;Monday;10696;4;rain;;5222;5474;10404;292;5061;5343;161;131;4749;2741;2008;5947;2481;3466;measured
Steinstraße, Moers;2025-02-11 00:00:00 +0100;Tuesday;12354;6;rain;;6085;6269;12009;345;5901;6108;184;161;5549;3372;2177;6805;2713;4092;measured
Steinstraße, Moers;2025-02-12 00:00:00 +0100;Wednesday;12195;7;rain;;6048;6147;11777;418;5818;5959;230;188;5190;3258;1932;7005;2790;4215;measured
Steinstraße, Moers;2025-02-13 00:00:00 +0100;Thursday;10565;4;snow;;5221;5344;10234;331;5044;5190;177;154;4705;2694;2011;5860;2527;3333;measured
Steinstraße, Moers;2025-02-14 00:00:00 +0100;Friday;15995;3;cloudy;;7881;8114;15497;498;7637;7860;244;254;7398;4733;2665;8597;3148;5449;measured
Steinstraße, Moers;2025-02-15 00:00:00 +0100;Saturday;17537;3;partly-cloudy-day;;8703;8834;17002;535;8416;8586;287;248;7613;5188;2425;9924;3515;6409;measured
Steinstraße, Moers;2025-02-16 00:00:00 +0100;Sunday;4665;4;partly-cloudy-day;;2284;2381;4553;112;2225;2328;59;53;1996;1237;759;2669;1047;1622;measured
Steinstraße, Moers;2025-02-17 00:00:00 +0100;Monday;12321;3;clear-day;;6136;6185;11952;369;5954;5998;182;187;5366;3322;2044;6955;2814;4141;measured
Steinstraße, Moers;2025-02-18 00:00:00 +0100;Tuesday;12630;4;partly-cloudy-day;;6250;6380;12275;355;6060;6215;190;165;5848;3704;2144;6782;2546;4236;measured
Steinstraße, Moers;2025-02-19 00:00:00 +0100;Wednesday;11033;6;partly-cloudy-day;;5477;5556;10619;414;5257;5362;220;194;4942;3022;1920;6091;2455;3636;measured
Steinstraße, Moers;2025-02-20 00:00:00 +0100;Thursday;11381;12;rain;;5618;5763;11054;327;5438;5616;180;147;4905;2979;1926;6476;2639;3837;measured
Steinstraße, Moers;2025-02-21 00:00:00 +0100;Friday;16742;16;rain;;8360;8382;16095;647;8042;8053;318;329;7340;4800;2540;9402;3560;5842;measured
Steinstraße, Moers;2025-02-22 00:00:00 +0100;Saturday;17827;14;rain;;8917;8910;17184;643;8589;8595;328;315;8321;5733;2588;9506;3184;6322;measured
Steinstraße, Moers;2025-02-23 00:00:00 +0100;Sunday;5950;15;rain;;2901;3049;5717;233;2779;2938;122;111;2349;1457;892;3601;1444;2157;measured
Steinstraße, Moers;2025-02-24 00:00:00 +0100;Monday;10227;13;rain;;5112;5115;9890;337;4944;4946;168;169;4446;2553;1893;5781;2559;3222;measured
Steinstraße, Moers;2025-02-25 00:00:00 +0100;Tuesday;13695;12;rain;;6774;6921;13206;489;6510;6696;264;225;6083;3869;2214;7612;2905;4707;measured
Steinstraße, Moers;2025-02-26 00:00:00 +0100;Wednesday;11785;11;rain;;5881;5904;11397;388;5665;5732;216;172;5534;3367;2167;6251;2514;3737;measured
Steinstraße, Moers;2025-02-27 00:00:00 +0100;Thursday;11496;9;rain;;5717;5779;11159;337;5543;5616;174;163;5074;3114;1960;6422;2603;3819;measured
Steinstraße, Moers;2025-02-28 00:00:00 +0100;Friday;15253;7;rain;;7598;7655;14783;470;7354;7429;244;226;7174;4550;2624;8079;3048;5031;measured
