location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-12-11 00:00:00 +0100;Thursday;18337;11;partly-cloudy-day;;9330;9007;17711;626;8995;8716;335;291;7876;5131;2745;10461;4199;6262;measured
Steinstraße, Moers;2025-12-12 00:00:00 +0100;Friday;23373;11;partly-cloudy-day;;11983;11390;22594;779;11537;11057;446;333;10967;7399;3568;12406;4584;7822;measured
Steinstraße, Moers;2025-12-13 00:00:00 +0100;Saturday;28409;9;rain;;14791;13618;27496;913;14298;13198;493;420;12767;9159;3608;15642;5632;10010;measured
Steinstraße, Moers;2025-12-14 00:00:00 +0100;Sunday;22321;8;partly-cloudy-day;;11504;10817;21463;858;11028;10435;476;382;9869;7286;2583;12452;4218;8234;measured
Steinstraße, Moers;2025-12-15 00:00:00 +0100;Monday;18810;9;partly-cloudy-day;;9537;9273;18224;586;9204;9020;333;253;7994;5168;2826;10816;4369;6447;measured
Steinstraße, Moers;2025-12-16 00:00:00 +0100;Tuesday;20599;11;cloudy;;10336;10263;19910;689;9995;9915;341;348;10098;6415;3683;10501;3921;6580;mixed
Steinstraße, Moers;2025-12-17 00:00:00 +0100;Wednesday;19205;10;rain;;9641;9564;18621;584;9326;9295;315;269;8132;5392;2740;11073;4249;6824;measured
Steinstraße, Moers;2025-12-18 00:00:00 +0100;Thursday;20926;12;cloudy;;10650;10276;20261;665;10296;9965;354;311;9592;6444;3148;11334;4206;7128;measured
Steinstraße, Moers;2025-12-19 00:00:00 +0100;Friday;24627;13;rain;;12592;12035;23891;736;12179;11712;413;323;10829;7497;3332;13798;5095;8703;measured
Steinstraße, Moers;2025-12-20 00:00:00 +0100;Saturday;28811;9;rain;;14995;13816;27888;923;14497;13391;498;425;13212;9680;3532;15599;5315;10284;measured
Steinstraße, Moers;2025-12-21 00:00:00 +0100;Sunday;9968;12;cloudy;;5266;4702;9569;399;5044;4525;222;177;4258;3083;1175;5710;2183;3527;measured
Steinstraße, Moers;2025-12-22 00:00:00 +0100;Monday;31800;7;partly-cloudy-day;;16272;15528;30810;990;15739;15071;533;457;13979;9943;4036;17821;6329;11492;mixed
Steinstraße, Moers;2025-12-23 00:00:00 +0100;Tuesday;27663;6;cloudy;;13747;13916;26822;841;13328;13494;419;422;12962;8737;4225;14701;5010;9691;measured
Steinstraße, Moers;2025-12-24 00:00:00 +0100;Wednesday;7199;4;partly-cloudy-day;;3598;3601;6976;223;3477;3499;121;102;3130;1893;1237;4069;1705;2364;measured
Steinstraße, Moers;2025-12-25 00:00:00 +0100;Thursday;1920;-1;clear-day;;1008;912;1869;51;972;897;36;15;880;523;357;1040;485;555;measured
Steinstraße, Moers;2025-12-26 00:00:00 +0100;Friday;3154;3;clear-day;;1596;1558;3082;72;1559;1523;37;35;1319;796;523;1835;800;1035;measured
Steinstraße, Moers;2025-12-27 00:00:00 +0100;Saturday;19872;3;partly-cloudy-day;;9973;9899;19385;487;9725;9660;248;239;9175;6151;3024;10697;3822;6875;measured
Steinstraße, Moers;2025-12-28 00:00:00 +0100;Sunday;4163;6;partly-cloudy-day;;2089;2074;4053;110;2035;2018;54;56;1763;1117;646;2400;972;1428;mixed
Steinstraße, Moers;2025-12-29 00:00:00 +0100;Monday;17554;4;rain;;8753;8801;17057;497;8498;8559;255;242;8103;5242;2861;9451;3511;5940;measured
Steinstraße, Moers;2025-12-30 00:00:00 +0100;Tuesday;20734;5;partly-cloudy-day;;10346;10388;20058;676;10014;10044;332;344;10428;6739;3689;10306;3607;6699;measured
Steinstraße, Moers;2025-12-31 00:00:00 +0100;Wednesday;7206;4;rain;;3705;3501;6991;215;3585;3406;120;95;3416;2104;1312;3790;1601;2189;measured
