location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Neumarkt pedestrians count;towards Neuer Wall pedestrians count;adult pedestrians count;child pedestrians count;adult towards Neumarkt pedestrians count;adult towards Neuer Wall pedestrians count;child towards Neumarkt pedestrians count;child towards Neuer Wall pedestrians count;zone 1 pedestrians count;zone 1 towards Neumarkt pedestrians count;zone 1 towards Neuer Wall pedestrians count;zone 2 pedestrians count;zone 2 towards Neumarkt pedestrians count;zone 2 towards Neuer Wall pedestrians count;collection_type
Steinstraße, Moers;2025-08-01 00:00:00 +0200;Friday;13413;19;rain;;6689;6724;12934;479;6426;6508;263;216;6196;4061;2135;7217;2628;4589;measured
Steinstraße, Moers;2025-08-02 00:00:00 +0200;Saturday;10448;19;rain;;5154;5294;10132;316;4997;5135;157;159;4688;2999;1689;5760;2155;3605;measured
Steinstraße, Moers;2025-08-03 00:00:00 +0200;Sunday;4394;24;rain;;2300;2094;4227;167;2202;2025;98;69;1584;1096;488;2810;1204;1606;measured
Steinstraße, Moers;2025-08-04 00:00:00 +0200;Monday;14480;25;rain;;7254;7226;13836;644;6917;6919;337;307;6267;4010;2257;8213;3244;4969;measured
Steinstraße, Moers;2025-08-05 00:00:00 +0200;Tuesday;15828;22;rain;;7862;7966;15150;678;7512;7638;350;328;7267;4777;2490;8561;3085;5476;measured
Steinstraße, Moers;2025-08-06 00:00:00 +0200;Wednesday;13767;22;partly-cloudy-day;;6947;6820;13212;555;6647;6565;300;255;5912;3802;2110;7855;3145;4710;measured
Steinstraße, Moers;2025-08-07 00:00:00 +0200;Thursday;13587;25;cloudy;;6956;6631;13029;558;6643;6386;313;245;5648;3670;1978;7939;3286;4653;measured
Steinstraße, Moers;2025-08-08 00:00:00 +0200;Friday;15604;24;partly-cloudy-day;;7808;7796;14947;657;7460;7487;348;309;7310;4873;2437;8294;2935;5359;measured
Steinstraße, Moers;2025-08-09 00:00:00 +0200;Saturday;15700;27;partly-cloudy-day;;7939;7761;15072;628;7612;7460;327;301;6504;4415;2089;9196;3524;5672;measured
Steinstraße, Moers;2025-08-10 00:00:00 +0200;Sunday;3805;26;partly-cloudy-day;;1933;1872;3661;144;1852;1809;81;63;1189;806;383;2616;1127;1489;measured
Steinstraße, Moers;2025-08-11 00:00:00 +0200;Monday;12952;29;clear-day;;6433;6519;12501;451;6188;6313;245;206;5141;3237;1904;7811;3196;4615;measured
Steinstraße, Moers;2025-08-12 00:00:00 +0200;Tuesday;12468;33;partly-cloudy-day;;6219;6249;12047;421;5994;6053;225;196;5282;3413;1869;7186;2806;4380;measured
Steinstraße, Moers;2025-08-13 00:00:00 +0200;Wednesday;9514;34;partly-cloudy-day;;4758;4756;9171;343;4570;4601;188;155;3829;2390;1439;5685;2368;3317;measured
Steinstraße, Moers;2025-08-14 00:00:00 +0200;Thursday;10065;33;partly-cloudy-day;;4938;5127;9699;366;4753;4946;185;181;4356;2745;1611;5709;2193;3516;measured
Steinstraße, Moers;2025-08-15 00:00:00 +0200;Friday;13768;29;partly-cloudy-day;;6864;6904;13292;476;6615;6677;249;227;6087;3943;2144;7681;2921;4760;measured
Steinstraße, Moers;2025-08-16 00:00:00 +0200;Saturday;14864;21;partly-cloudy-day;;7418;7446;14244;620;7100;7144;318;302;6803;4529;2274;8061;2889;5172;measured
