location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Lappan pedestrians count;towards Markt pedestrians count;adult pedestrians count;child pedestrians count;adult towards Lappan pedestrians count;adult towards Markt pedestrians count;child towards Lappan pedestrians count;child towards Markt pedestrians count;zone 1 pedestrians count;zone 1 towards Lappan pedestrians count;zone 1 towards Markt pedestrians count;zone 2 pedestrians count;zone 2 towards Lappan pedestrians count;zone 2 towards Markt pedestrians count;collection_type
Achternstraße, Oldenburg;2025-05-23 00:00:00 +0200;Friday;18079;15;rain;;9882;8197;17217;862;9415;7802;467;395;12451;8850;3601;5628;1032;4596;measured
Achternstraße, Oldenburg;2025-05-24 00:00:00 +0200;Saturday;29500;18;rain;;17133;12367;28312;1188;16460;11852;673;515;21006;15732;5274;8494;1401;7093;measured
Achternstraße, Oldenburg;2025-05-25 00:00:00 +0200;Sunday;4177;19;rain;;2465;1712;4018;159;2371;1647;94;65;2918;2009;909;1259;456;803;measured
Achternstraße, Oldenburg;2025-05-26 00:00:00 +0200;Monday;14769;18;rain;;7976;6793;13962;807;7531;6431;445;362;10339;7079;3260;4430;897;3533;measured
Achternstraße, Oldenburg;2025-05-27 00:00:00 +0200;Tuesday;13152;17;rain;;7058;6094;12525;627;6729;5796;329;298;9381;6412;2969;3771;646;3125;measured
Achternstraße, Oldenburg;2025-05-28 00:00:00 +0200;Wednesday;19144;18;rain;;10302;8842;18264;880;9821;8443;481;399;13319;9320;3999;5825;982;4843;measured
Achternstraße, Oldenburg;2025-05-29 00:00:00 +0200;Thursday;5697;18;rain;;3389;2308;5461;236;3251;2210;138;98;4304;2947;1357;1393;442;951;measured
Achternstraße, Oldenburg;2025-05-30 00:00:00 +0200;Friday;31591;23;partly-cloudy-day;;17531;14060;30144;1447;16752;13392;779;668;22871;16166;6705;8720;1365;7355;measured
Achternstraße, Oldenburg;2025-05-31 00:00:00 +0200;Saturday;320;25;rain;;190;130;315;5;187;128;3;2;209;157;52;111;33;78;measured
Achternstraße, Oldenburg;2025-05-31 00:00:00 +0200;Saturday;32093;;;;18358;13735;30695;1398;17573;13122;785;613;22637;16956;5681;9456;1402;8054;measured
Achternstraße, Oldenburg;2025-06-01 00:00:00 +0200;Sunday;5361;23;rain;;3061;2300;5118;243;2913;2205;148;95;4041;2692;1349;1320;369;951;measured
Achternstraße, Oldenburg;2025-06-02 00:00:00 +0200;Monday;15715;20;rain;;8518;7197;14843;872;8036;6807;482;390;11105;7659;3446;4610;859;3751;measured
Achternstraße, Oldenburg;2025-06-03 00:00:00 +0200;Tuesday;17047;23;partly-cloudy-day;;9341;7706;16094;953;8800;7294;541;412;11754;8451;3303;5293;890;4403;measured
Achternstraße, Oldenburg;2025-06-04 00:00:00 +0200;Wednesday;14788;21;rain;;8052;6736;13984;804;7605;6379;447;357;10297;7163;3134;4491;889;3602;measured
Achternstraße, Oldenburg;2025-06-05 00:00:00 +0200;Thursday;14593;19;rain;;7903;6690;13753;840;7444;6309;459;381;9837;6931;2906;4756;972;3784;measured
Achternstraße, Oldenburg;2025-06-06 00:00:00 +0200;Friday;18777;18;rain;;10349;8428;17930;847;9890;8040;459;388;14097;9282;4815;4680;1067;3613;measured
Achternstraße, Oldenburg;2025-06-07 00:00:00 +0200;Saturday;29363;18;rain;;16903;12460;28194;1169;16251;11943;652;517;20395;15229;5166;8968;1674;7294;measured
Achternstraße, Oldenburg;2025-06-08 00:00:00 +0200;Sunday;4095;15;rain;;2452;1643;3952;143;2369;1583;83;60;2971;2045;926;1124;407;717;measured
Achternstraße, Oldenburg;2025-06-09 00:00:00 +0200;Monday;5505;18;rain;;3235;2270;5272;233;3096;2176;139;94;4013;2815;1198;1492;420;1072;measured
Achternstraße, Oldenburg;2025-06-10 00:00:00 +0200;Tuesday;16182;17;rain;;8766;7416;15438;744;8376;7062;390;354;11783;7882;3901;4399;884;3515;measured
Achternstraße, Oldenburg;2025-06-11 00:00:00 +0200;Wednesday;17583;19;partly-cloudy-day;;9628;7955;16572;1011;9062;7510;566;445;12571;8770;3801;5012;858;4154;measured
Achternstraße, Oldenburg;2025-06-12 00:00:00 +0200;Thursday;19583;24;clear-day;;10715;8868;18573;1010;10159;8414;556;454;14091;9717;4374;5492;998;4494;measured
Achternstraße, Oldenburg;2025-06-13 00:00:00 +0200;Friday;22833;27;partly-cloudy-day;;12553;10280;21827;1006;11985;9842;568;438;15827;11212;4615;7006;1341;5665;measured
Achternstraße, Oldenburg;2025-06-14 00:00:00 +0200;Saturday;28986;32;rain;;16702;12284;27954;1032;16143;11811;559;473;20161;15021;5140;8825;1681;7144;measured
Achternstraße, Oldenburg;2025-06-15 00:00:00 +0200;Sunday;5170;26;rain;;3098;2072;5016;154;3006;2010;92;62;3810;2701;1109;1360;397;963;measured
Achternstraße, Oldenburg;2025-06-16 00:00:00 +0200;Monday;17034;21;partly-cloudy-day;;9203;7831;16128;906;8714;7414;489;417;11999;8341;3658;5035;862;4173;measured
Achternstraße, Oldenburg;2025-06-17 00:00:00 +0200;Tuesday;17490;25;partly-cloudy-day;;9473;8017;16549;941;8949;7600;524;417;12748;8534;4214;4742;939;3803;measured
Achternstraße, Oldenburg;2025-06-18 00:00:00 +0200;Wednesday;17216;24;partly-cloudy-day;;9300;7916;16256;960;8789;7467;511;449;12284;8470;3814;4932;830;4102;measured
Achternstraße, Oldenburg;2025-06-19 00:00:00 +0200;Thursday;19436;20;partly-cloudy-day;;10598;8838;18445;991;10088;8357;510;481;14443;9677;4766;4993;921;4072;measured
Achternstraße, Oldenburg;2025-06-20 00:00:00 +0200;Friday;22579;23;partly-cloudy-day;;12524;10055;21590;989;11977;9613;547;442;17217;11546;5671;5362;978;4384;measured
Achternstraße, Oldenburg;2025-06-21 00:00:00 +0200;Saturday;29956;29;partly-cloudy-day;;17052;12904;28832;1124;16429;12403;623;501;20892;15297;5595;9064;1755;7309;measured
Achternstraße, Oldenburg;2025-06-22 00:00:00 +0200;Sunday;5874;32;rain;;3454;2420;5642;232;3327;2315;127;105;4288;2951;1337;1586;503;1083;measured
Achternstraße, Oldenburg;2025-06-23 00:00:00 +0200;Monday;13946;20;rain;;7646;6300;13275;671;7285;5990;361;310;9874;6821;3053;4072;825;3247;measured
Achternstraße, Oldenburg;2025-06-24 00:00:00 +0200;Tuesday;14776;20;rain;;8108;6668;14051;725;7701;6350;407;318;10469;7319;3150;4307;789;3518;measured
Achternstraße, Oldenburg;2025-06-25 00:00:00 +0200;Wednesday;17109;22;rain;;9212;7897;16260;849;8738;7522;474;375;12384;8422;3962;4725;790;3935;measured
Achternstraße, Oldenburg;2025-06-26 00:00:00 +0200;Thursday;15713;24;rain;;8467;7246;14966;747;8069;6897;398;349;11039;7629;3410;4674;838;3836;measured
Achternstraße, Oldenburg;2025-06-27 00:00:00 +0200;Friday;21347;20;rain;;11937;9410;20439;908;11419;9020;518;390;14634;10772;3862;6713;1165;5548;measured
Achternstraße, Oldenburg;2025-06-28 00:00:00 +0200;Saturday;34565;26;partly-cloudy-day;;19924;14641;33048;1517;19067;13981;857;660;24042;18320;5722;10523;1604;8919;measured
Achternstraße, Oldenburg;2025-06-29 00:00:00 +0200;Sunday;8657;24;partly-cloudy-day;;5092;3565;8270;387;4856;3414;236;151;6377;4493;1884;2280;599;1681;measured
Achternstraße, Oldenburg;2025-06-30 00:00:00 +0200;Monday;20235;26;clear-day;;11012;9223;19180;1055;10393;8787;619;436;15517;10070;5447;4718;942;3776;measured
Achternstraße, Oldenburg;2025-07-01 00:00:00 +0200;Tuesday;16289;34;clear-day;;8715;7574;15496;793;8275;7221;440;353;13411;8156;5255;2878;559;2319;measured
Achternstraße, Oldenburg;2025-07-02 00:00:00 +0200;Wednesday;12695;36;rain;;6709;5986;12067;628;6363;5704;346;282;10436;6260;4176;2259;449;1810;measured
Achternstraße, Oldenburg;2025-07-03 00:00:00 +0200;Thursday;21367;21;rain;;11632;9735;20280;1087;11024;9256;608;479;17527;11145;6382;3840;487;3353;measured
Achternstraße, Oldenburg;2025-07-04 00:00:00 +0200;Friday;22297;23;partly-cloudy-day;;12333;9964;21230;1067;11758;9472;575;492;17715;11696;6019;4582;637;3945;measured
Achternstraße, Oldenburg;2025-07-05 00:00:00 +0200;Saturday;28275;23;partly-cloudy-day;;16127;12148;27016;1259;15426;11590;701;558;23203;15430;7773;5072;697;4375;measured
Achternstraße, Oldenburg;2025-07-06 00:00:00 +0200;Sunday;3892;24;rain;;2214;1678;3733;159;2107;1626;107;52;3344;2037;1307;548;177;371;measured
Achternstraße, Oldenburg;2025-07-07 00:00:00 +0200;Monday;11014;17;rain;;5888;5126;10497;517;5605;4892;283;234;8866;5447;3419;2148;441;1707;measured
Achternstraße, Oldenburg;2025-07-08 00:00:00 +0200;Tuesday;17402;18;rain;;9479;7923;16514;888;8986;7528;493;395;14264;8963;5301;3138;516;2622;measured
Achternstraße, Oldenburg;2025-07-09 00:00:00 +0200;Wednesday;18993;23;partly-cloudy-day;;10382;8611;17973;1020;9820;8153;562;458;15251;9862;5389;3742;520;3222;measured
Achternstraße, Oldenburg;2025-07-10 00:00:00 +0200;Thursday;16866;22;partly-cloudy-day;;9076;7790;15959;907;8584;7375;492;415;13777;8569;5208;3089;507;2582;measured
Achternstraße, Oldenburg;2025-07-11 00:00:00 +0200;Friday;20768;23;partly-cloudy-day;;11644;9124;19713;1055;11075;8638;569;486;16743;11110;5633;4025;534;3491;measured
Achternstraße, Oldenburg;2025-07-12 00:00:00 +0200;Saturday;28604;22;rain;;16455;12149;27390;1214;15780;11610;675;539;23534;15744;7790;5070;711;4359;measured
Achternstraße, Oldenburg;2025-07-13 00:00:00 +0200;Sunday;6551;23;rain;;3871;2680;6249;302;3684;2565;187;115;5589;3578;2011;962;293;669;measured
Achternstraße, Oldenburg;2025-07-14 00:00:00 +0200;Monday;18539;26;rain;;10159;8380;17575;964;9658;7917;501;463;15014;9625;5389;3525;534;2991;measured
Achternstraße, Oldenburg;2025-07-15 00:00:00 +0200;Tuesday;17017;22;rain;;9370;7647;16202;815;8926;7276;444;371;13719;8882;4837;3298;488;2810;measured
Achternstraße, Oldenburg;2025-07-16 00:00:00 +0200;Wednesday;17364;20;rain;;9656;7708;16595;769;9237;7358;419;350;14012;9121;4891;3352;535;2817;measured
Achternstraße, Oldenburg;2025-07-17 00:00:00 +0200;Thursday;17638;19;rain;;9550;8088;16648;990;9028;7620;522;468;13613;8903;4710;4025;647;3378;measured
Achternstraße, Oldenburg;2025-07-18 00:00:00 +0200;Friday;20854;25;partly-cloudy-day;;11744;9110;19888;966;11243;8645;501;465;17060;11180;5880;3794;564;3230;measured
Achternstraße, Oldenburg;2025-07-19 00:00:00 +0200;Saturday;26528;28;rain;;15328;11200;25429;1099;14718;10711;610;489;21399;14614;6785;5129;714;4415;measured
Achternstraße, Oldenburg;2025-07-20 00:00:00 +0200;Sunday;672;27;rain;;448;224;663;9;442;221;6;3;546;418;128;126;30;96;measured
Achternstraße, Oldenburg;2025-07-20 00:00:00 +0200;Sunday;5553;;;;3234;2319;5307;246;3092;2215;142;104;4771;3010;1761;782;224;558;measured
Achternstraße, Oldenburg;2025-07-21 00:00:00 +0200;Monday;17846;24;rain;;9768;8078;16826;1020;9188;7638;580;440;14580;9343;5237;3266;425;2841;measured
Achternstraße, Oldenburg;2025-07-22 00:00:00 +0200;Tuesday;14422;20;rain;;7922;6500;13658;764;7502;6156;420;344;12006;7479;4527;2416;443;1973;measured
Achternstraße, Oldenburg;2025-07-23 00:00:00 +0200;Wednesday;18185;24;partly-cloudy-day;;10270;7915;17266;919;9757;7509;513;406;14773;9779;4994;3412;491;2921;measured
Achternstraße, Oldenburg;2025-07-24 00:00:00 +0200;Thursday;17056;24;partly-cloudy-day;;9402;7654;16150;906;8908;7242;494;412;14045;8978;5067;3011;424;2587;measured
Achternstraße, Oldenburg;2025-07-25 00:00:00 +0200;Friday;17525;20;rain;;9858;7667;16652;873;9368;7284;490;383;14490;9357;5133;3035;501;2534;measured
Achternstraße, Oldenburg;2025-07-26 00:00:00 +0200;Saturday;26250;25;rain;;15383;10867;25177;1073;14782;10395;601;472;21110;14663;6447;5140;720;4420;measured
Achternstraße, Oldenburg;2025-07-27 00:00:00 +0200;Sunday;4859;20;rain;;2851;2008;4655;204;2733;1922;118;86;4302;2698;1604;557;153;404;mixed
Achternstraße, Oldenburg;2025-07-28 00:00:00 +0200;Monday;17374;21;rain;;9513;7861;16421;953;9028;7393;485;468;14461;9017;5444;2913;496;2417;measured
Achternstraße, Oldenburg;2025-07-29 00:00:00 +0200;Tuesday;17580;21;rain;;9675;7905;16615;965;9149;7466;526;439;14571;9205;5366;3009;470;2539;measured
Achternstraße, Oldenburg;2025-07-30 00:00:00 +0200;Wednesday;17888;19;rain;;9874;8014;16977;911;9365;7612;509;402;14695;9269;5426;3193;605;2588;measured
Achternstraße, Oldenburg;2025-07-31 00:00:00 +0200;Thursday;19685;22;rain;;10648;9037;18686;999;10117;8569;531;468;16345;9904;6441;3340;744;2596;measured
Achternstraße, Oldenburg;2025-08-01 00:00:00 +0200;Friday;19343;20;rain;;10827;8516;18304;1039;10262;8042;565;474;14306;9799;4507;5037;1028;4009;measured
Achternstraße, Oldenburg;2025-08-02 00:00:00 +0200;Saturday;26901;20;rain;;15396;11505;25705;1196;14716;10989;680;516;19639;14156;5483;7262;1240;6022;measured
Achternstraße, Oldenburg;2025-08-03 00:00:00 +0200;Sunday;6372;22;rain;;3762;2610;6071;301;3601;2470;161;140;4865;3339;1526;1507;423;1084;measured
Achternstraße, Oldenburg;2025-08-04 00:00:00 +0200;Monday;19878;23;rain;;10935;8943;18669;1209;10292;8377;643;566;15259;10052;5207;4619;883;3736;measured
Achternstraße, Oldenburg;2025-08-05 00:00:00 +0200;Tuesday;20953;20;rain;;11510;9443;19848;1105;10896;8952;614;491;14931;10574;4357;6022;936;5086;measured
Achternstraße, Oldenburg;2025-08-06 00:00:00 +0200;Wednesday;21171;20;partly-cloudy-day;;11826;9345;20040;1131;11216;8824;610;521;16304;10842;5462;4867;984;3883;measured
Achternstraße, Oldenburg;2025-08-07 00:00:00 +0200;Thursday;20695;25;partly-cloudy-day;;11385;9310;19559;1136;10764;8795;621;515;16563;10565;5998;4132;820;3312;measured
Achternstraße, Oldenburg;2025-08-08 00:00:00 +0200;Friday;21988;25;partly-cloudy-day;;12491;9497;20869;1119;11869;9000;622;497;16965;11582;5383;5023;909;4114;measured
Achternstraße, Oldenburg;2025-08-09 00:00:00 +0200;Saturday;29403;27;partly-cloudy-day;;16951;12452;28170;1233;16264;11906;687;546;20779;15423;5356;8624;1528;7096;measured
Achternstraße, Oldenburg;2025-08-10 00:00:00 +0200;Sunday;6217;24;partly-cloudy-day;;3697;2520;5940;277;3530;2410;167;110;4744;3236;1508;1473;461;1012;measured
Achternstraße, Oldenburg;2025-08-11 00:00:00 +0200;Monday;21989;26;partly-cloudy-day;;11938;10051;20851;1138;11316;9535;622;516;15547;10655;4892;6442;1283;5159;measured
Achternstraße, Oldenburg;2025-08-12 00:00:00 +0200;Tuesday;20993;30;partly-cloudy-day;;11278;9715;19912;1081;10698;9214;580;501;15047;10261;4786;5946;1017;4929;measured
Achternstraße, Oldenburg;2025-08-13 00:00:00 +0200;Wednesday;19088;34;partly-cloudy-day;;10184;8904;18115;973;9648;8467;536;437;14399;9126;5273;4689;1058;3631;measured
Achternstraße, Oldenburg;2025-08-14 00:00:00 +0200;Thursday;17172;32;rain;;9201;7971;16260;912;8707;7553;494;418;12046;8230;3816;5126;971;4155;measured
Achternstraße, Oldenburg;2025-08-15 00:00:00 +0200;Friday;21068;28;partly-cloudy-day;;11291;9777;19975;1093;10692;9283;599;494;14753;10137;4616;6315;1154;5161;measured
Achternstraße, Oldenburg;2025-08-16 00:00:00 +0200;Saturday;28603;21;partly-cloudy-day;;16260;12343;27392;1211;15613;11779;647;564;20188;14741;5447;8415;1519;6896;measured
Achternstraße, Oldenburg;2025-08-17 00:00:00 +0200;Sunday;5772;22;partly-cloudy-day;;3343;2429;5506;266;3204;2302;139;127;4090;2800;1290;1682;543;1139;measured
Achternstraße, Oldenburg;2025-08-18 00:00:00 +0200;Monday;17608;25;partly-cloudy-day;;9642;7966;16593;1015;9088;7505;554;461;12305;8856;3449;5303;786;4517;measured
Achternstraße, Oldenburg;2025-08-19 00:00:00 +0200;Tuesday;17196;26;partly-cloudy-day;;9252;7944;16317;879;8814;7503;438;441;12144;8477;3667;5052;775;4277;measured
Achternstraße, Oldenburg;2025-08-20 00:00:00 +0200;Wednesday;17932;24;partly-cloudy-day;;9780;8152;17026;906;9302;7724;478;428;13058;8922;4136;4874;858;4016;measured
Achternstraße, Oldenburg;2025-08-21 00:00:00 +0200;Thursday;17821;20;partly-cloudy-day;;9616;8205;16766;1055;9054;7712;562;493;14044;8973;5071;3777;643;3134;measured
Achternstraße, Oldenburg;2025-08-22 00:00:00 +0200;Friday;19977;18;rain;;10950;9027;18962;1015;10379;8583;571;444;15464;10244;5220;4513;706;3807;measured
Achternstraße, Oldenburg;2025-08-23 00:00:00 +0200;Saturday;31522;19;partly-cloudy-day;;18147;13375;30112;1410;17360;12752;787;623;24825;17029;7796;6697;1118;5579;measured
Achternstraße, Oldenburg;2025-08-24 00:00:00 +0200;Sunday;6044;19;partly-cloudy-day;;3620;2424;5755;289;3442;2313;178;111;4330;3127;1203;1714;493;1221;measured
Achternstraße, Oldenburg;2025-08-25 00:00:00 +0200;Monday;16555;20;partly-cloudy-day;;8999;7556;15622;933;8483;7139;516;417;13282;8430;4852;3273;569;2704;measured
Achternstraße, Oldenburg;2025-08-26 00:00:00 +0200;Tuesday;15140;26;partly-cloudy-day;;7727;7413;14480;660;7439;7041;288;372;7235;5731;1504;7905;1996;5909;measured
Achternstraße, Oldenburg;2025-08-27 00:00:00 +0200;Wednesday;16315;25;partly-cloudy-day;;8402;7913;15614;701;8129;7485;273;428;6723;5668;1055;9592;2734;6858;measured
Achternstraße, Oldenburg;2025-08-28 00:00:00 +0200;Thursday;30135;25;rain;;17646;12489;29317;818;17228;12089;418;400;3469;2879;590;26666;14767;11899;measured
Achternstraße, Oldenburg;2025-08-29 00:00:00 +0200;Friday;42260;24;rain;;25870;16390;41112;1148;25230;15882;640;508;4041;3569;472;38219;22301;15918;mixed
Achternstraße, Oldenburg;2025-08-30 00:00:00 +0200;Saturday;58502;23;rain;;36208;22294;56832;1670;35183;21649;1025;645;6707;6031;676;51795;30177;21618;measured
Achternstraße, Oldenburg;2025-08-31 00:00:00 +0200;Sunday;13761;23;rain;;8534;5227;13397;364;8311;5086;223;141;4018;2827;1191;9743;5707;4036;measured
Achternstraße, Oldenburg;2025-09-01 00:00:00 +0200;Monday;13896;20;rain;;7486;6410;13194;702;7083;6111;403;299;9978;6781;3197;3918;705;3213;measured
Achternstraße, Oldenburg;2025-09-02 00:00:00 +0200;Tuesday;17187;22;rain;;9339;7848;16241;946;8817;7424;522;424;11967;8425;3542;5220;914;4306;measured
Achternstraße, Oldenburg;2025-09-03 00:00:00 +0200;Wednesday;16286;23;rain;;8958;7328;15301;985;8386;6915;572;413;12266;8264;4002;4020;694;3326;measured
Achternstraße, Oldenburg;2025-09-04 00:00:00 +0200;Thursday;16773;24;rain;;9157;7616;15910;863;8668;7242;489;374;12078;8483;3595;4695;674;4021;measured
Achternstraße, Oldenburg;2025-09-05 00:00:00 +0200;Friday;19836;21;rain;;10994;8842;18905;931;10479;8426;515;416;14356;10044;4312;5480;950;4530;measured
Achternstraße, Oldenburg;2025-09-06 00:00:00 +0200;Saturday;33390;23;rain;;19398;13992;31944;1446;18557;13387;841;605;23499;17862;5637;9891;1536;8355;measured
Achternstraße, Oldenburg;2025-09-07 00:00:00 +0200;Sunday;5612;24;cloudy;;3292;2320;5344;268;3140;2204;152;116;4185;2843;1342;1427;449;978;measured
Achternstraße, Oldenburg;2025-09-08 00:00:00 +0200;Monday;17;24;rain;;14;3;17;0;14;3;0;0;13;12;1;4;2;2;measured
Achternstraße, Oldenburg;2025-09-08 00:00:00 +0200;Monday;14636;;;;7930;6706;13815;821;7494;6321;436;385;10143;7183;2960;4493;747;3746;measured
Achternstraße, Oldenburg;2025-09-09 00:00:00 +0200;Tuesday;15342;23;rain;;8395;6947;14530;812;7936;6594;459;353;10507;7643;2864;4835;752;4083;measured
Achternstraße, Oldenburg;2025-09-10 00:00:00 +0200;Wednesday;15567;20;partly-cloudy-day;;8390;7177;14700;867;7931;6769;459;408;11913;7831;4082;3654;559;3095;measured
Achternstraße, Oldenburg;2025-09-11 00:00:00 +0200;Thursday;15002;21;rain;;8153;6849;14207;795;7707;6500;446;349;10517;7369;3148;4485;784;3701;measured
Achternstraße, Oldenburg;2025-09-12 00:00:00 +0200;Friday;16965;20;partly-cloudy-day;;9239;7726;16174;791;8832;7342;407;384;11894;8313;3581;5071;926;4145;measured
Achternstraße, Oldenburg;2025-09-13 00:00:00 +0200;Saturday;30012;19;rain;;17128;12884;28684;1328;16387;12297;741;587;21952;15981;5971;8060;1147;6913;measured
Achternstraße, Oldenburg;2025-09-14 00:00:00 +0200;Sunday;5288;19;rain;;3086;2202;5020;268;2917;2103;169;99;4020;2701;1319;1268;385;883;measured
Achternstraße, Oldenburg;2025-09-15 00:00:00 +0200;Monday;14125;21;rain;;7638;6487;13392;733;7229;6163;409;324;9691;6905;2786;4434;733;3701;measured
Achternstraße, Oldenburg;2025-09-16 00:00:00 +0200;Tuesday;12669;17;rain;;6934;5735;12056;613;6606;5450;328;285;8604;6184;2420;4065;750;3315;measured
Achternstraße, Oldenburg;2025-09-17 00:00:00 +0200;Wednesday;15251;18;rain;;8185;7066;14464;787;7757;6707;428;359;10995;7447;3548;4256;738;3518;measured
Achternstraße, Oldenburg;2025-09-18 00:00:00 +0200;Thursday;11687;19;rain;;6286;5401;11147;540;5990;5157;296;244;8277;5535;2742;3410;751;2659;measured
Achternstraße, Oldenburg;2025-09-19 00:00:00 +0200;Friday;21547;24;partly-cloudy-day;;12001;9546;20527;1020;11450;9077;551;469;15317;11003;4314;6230;998;5232;measured
Achternstraße, Oldenburg;2025-09-20 00:00:00 +0200;Saturday;31303;28;rain;;17928;13375;29854;1449;17128;12726;800;649;21452;16305;5147;9851;1623;8228;measured
Achternstraße, Oldenburg;2025-09-21 00:00:00 +0200;Sunday;4997;21;partly-cloudy-day;;2984;2013;4779;218;2860;1919;124;94;3810;2616;1194;1187;368;819;measured
Achternstraße, Oldenburg;2025-09-22 00:00:00 +0200;Monday;15280;16;partly-cloudy-day;;8237;7043;14461;819;7823;6638;414;405;10837;7566;3271;4443;671;3772;measured
Achternstraße, Oldenburg;2025-09-23 00:00:00 +0200;Tuesday;15315;18;rain;;8317;6998;14491;824;7856;6635;461;363;10496;7502;2994;4819;815;4004;measured
Achternstraße, Oldenburg;2025-09-24 00:00:00 +0200;Wednesday;16678;18;partly-cloudy-day;;9037;7641;15835;843;8592;7243;445;398;11443;8186;3257;5235;851;4384;measured
Achternstraße, Oldenburg;2025-09-25 00:00:00 +0200;Thursday;15727;17;partly-cloudy-day;;8569;7158;14935;792;8121;6814;448;344;10623;7704;2919;5104;865;4239;measured
Achternstraße, Oldenburg;2025-09-26 00:00:00 +0200;Friday;17556;17;rain;;9631;7925;16687;869;9151;7536;480;389;12328;8743;3585;5228;888;4340;measured
Achternstraße, Oldenburg;2025-09-27 00:00:00 +0200;Saturday;27505;17;rain;;15844;11661;26064;1441;15007;11057;837;604;19817;14676;5141;7688;1168;6520;measured
Achternstraße, Oldenburg;2025-09-28 00:00:00 +0200;Sunday;4483;20;partly-cloudy-day;;2635;1848;4272;211;2517;1755;118;93;3262;2275;987;1221;360;861;measured
Achternstraße, Oldenburg;2025-09-29 00:00:00 +0200;Monday;14688;19;rain;;7896;6792;13897;791;7471;6426;425;366;9841;7067;2774;4847;829;4018;measured
Achternstraße, Oldenburg;2025-09-30 00:00:00 +0200;Tuesday;15127;18;rain;;8177;6950;14304;823;7753;6551;424;399;10577;7454;3123;4550;723;3827;measured
Achternstraße, Oldenburg;2025-10-01 00:00:00 +0200;Wednesday;16229;15;partly-cloudy-day;;8924;7305;15351;878;8450;6901;474;404;11628;8208;3420;4601;716;3885;measured
Achternstraße, Oldenburg;2025-10-02 00:00:00 +0200;Thursday;18007;16;partly-cloudy-day;;9912;8095;17024;983;9380;7644;532;451;12634;9048;3586;5373;864;4509;measured
Achternstraße, Oldenburg;2025-10-03 00:00:00 +0200;Friday;5275;15;rain;;3153;2122;5055;220;3027;2028;126;94;4045;2795;1250;1230;358;872;measured
Achternstraße, Oldenburg;2025-10-04 00:00:00 +0200;Saturday;22749;14;rain;;12835;9914;21876;873;12343;9533;492;381;15920;11704;4216;6829;1131;5698;measured
Achternstraße, Oldenburg;2025-10-05 00:00:00 +0200;Sunday;16317;14;rain;;9726;6591;15644;673;9330;6314;396;277;11830;8913;2917;4487;813;3674;measured
